  SEQUENCE:
interface_delta_X ligand_rms_no_super_X description
-6.144 7.692 c22_55_c22_0986_0001
-6.143 6.078 c22_77_c22_1209_0001
-6.139 5.007 c22_44_c22_0931_0001
-6.137 11.116 c22_22_c22_1104_0001
-6.137 5.409 c22_55_c22_1214_0001
-6.134 7.780 c22_55_c22_0882_0001
-6.133 5.100 c22_88_c22_0281_0001
-6.132 7.538 c22_44_c22_0235_0001
-6.132 8.406 c22_77_c22_0199_0001
-6.129 6.710 c22_11_c22_1095_0001
-6.129 9.403 c22_66_c22_0980_0001
-6.128 5.482 c22_33_c22_0074_0001
-6.128 5.852 c22_77_c22_0723_0001
-6.128 6.628 c22_33_c22_0467_0001
-6.127 5.819 c22_11_c22_0298_0001
-6.125 9.209 c22_33_c22_0123_0001
-6.124 5.015 c22_66_c22_0928_0001
-6.122 7.013 c22_66_c22_1000_0001
-6.120 6.944 c22_55_c22_0650_0001
-6.119 6.182 c22_77_c22_0569_0001
-6.118 5.287 c22_88_c22_0189_0001
-6.117 7.471 c22_11_c22_0086_0001
-6.115 4.989 c22_11_c22_1150_0001
-6.115 7.871 c22_88_c22_0006_0001
-6.114 5.345 c22_66_c22_0900_0001
-6.114 7.760 c22_11_c22_1222_0001
-6.113 7.198 c22_77_c22_0452_0001
-6.111 2.742 c22_88_c22_0499_0001
-6.111 3.080 c22_44_c22_0478_0001
-6.107 7.022 c22_44_c22_0907_0001
-6.107 7.613 c22_11_c22_0509_0001
-6.106 8.597 c22_44_c22_0169_0001
-6.105 7.628 c22_77_c22_0987_0001
-6.105 7.907 c22_88_c22_0194_0001
-6.104 5.344 c22_44_c22_0534_0001
-6.104 7.543 c22_22_c22_0308_0001
-6.103 5.567 c22_88_c22_0259_0001
-6.103 6.243 c22_22_c22_0344_0001
-6.103 8.333 c22_88_c22_1134_0001
-6.102 6.036 c22_55_c22_0082_0001
-6.102 6.240 c22_55_c22_0491_0001
-6.100 5.599 c22_22_c22_0207_0001
-6.092 7.311 c22_66_c22_0460_0001
-6.090 4.932 c22_66_c22_0512_0001
-6.089 2.459 c22_55_c22_0932_0001
-6.088 6.980 c22_33_c22_0512_0001
-6.087 7.031 c22_88_c22_0316_0001
-6.085 4.843 c22_33_c22_1072_0001
-6.085 5.586 c22_11_c22_0982_0001
-6.085 6.624 c22_55_c22_0057_0001
-6.085 6.850 c22_66_c22_0671_0001
-6.082 5.220 c22_11_c22_0289_0001
-6.081 6.935 c22_44_c22_0610_0001
-6.080 9.591 c22_22_c22_0346_0001
-6.078 5.594 c22_11_c22_0045_0001
-6.078 8.404 c22_11_c22_1208_0001
-6.076 5.463 c22_22_c22_0498_0001
-6.071 4.808 c22_88_c22_0354_0001
-6.070 8.780 c22_55_c22_0746_0001
-6.069 3.425 c22_66_c22_0569_0001
-6.068 8.668 c22_77_c22_0905_0001
-6.067 6.796 c22_66_c22_0840_0001
-6.066 7.338 c22_22_c22_0772_0001
-6.064 4.439 c22_88_c22_0021_0001
-6.064 6.063 c22_11_c22_1249_0001
-6.061 4.834 c22_22_c22_0298_0001
-6.057 4.667 c22_33_c22_0056_0001
-6.057 6.741 c22_88_c22_0090_0001
-6.057 7.142 c22_22_c22_0688_0001
-6.056 7.937 c22_11_c22_0667_0001
-6.055 6.661 c22_22_c22_0798_0001
-6.054 7.745 c22_22_c22_0103_0001
-6.051 4.673 c22_44_c22_1077_0001
-6.051 7.105 c22_88_c22_0212_0001
-6.049 6.775 c22_66_c22_0890_0001
-6.048 7.806 c22_66_c22_0734_0001
-6.046 5.253 c22_33_c22_1125_0001
-6.045 9.167 c22_66_c22_0951_0001
-6.043 7.706 c22_22_c22_1095_0001
-6.042 7.806 c22_66_c22_0411_0001
-6.042 7.817 c22_44_c22_0068_0001
-6.041 6.928 c22_55_c22_1005_0001
-6.041 7.370 c22_77_c22_0735_0001
-6.041 8.783 c22_88_c22_0108_0001
-6.040 7.149 c22_66_c22_1009_0001
-6.038 5.813 c22_77_c22_0641_0001
-6.033 6.852 c22_77_c22_1241_0001
-6.033 8.243 c22_66_c22_0412_0001
-6.030 2.076 c22_88_c22_0819_0001
-6.027 6.861 c22_77_c22_0024_0001
-6.027 7.600 c22_44_c22_0563_0001
-6.025 9.092 c22_77_c22_0807_0001
-6.024 6.051 c22_77_c22_0098_0001
-6.024 7.871 c22_44_c22_0093_0001
-6.021 6.808 c22_11_c22_0477_0001
-6.018 4.758 c22_33_c22_0364_0001
-6.018 8.433 c22_44_c22_1116_0001
-6.017 7.055 c22_66_c22_0664_0001
-6.017 9.076 c22_22_c22_0372_0001
-6.013 5.836 c22_88_c22_1017_0001
-6.012 6.590 c22_44_c22_1148_0001
-6.011 6.609 c22_77_c22_0607_0001
-6.009 8.098 c22_11_c22_0865_0001
-6.007 7.686 c22_33_c22_0901_0001
-6.001 6.007 c22_44_c22_0145_0001
-5.999 5.860 c22_88_c22_0130_0001
-5.999 6.381 c22_55_c22_0510_0001
-5.998 5.739 c22_66_c22_0258_0001
-5.997 5.812 c22_88_c22_0689_0001
-5.996 4.429 c22_11_c22_0380_0001
-5.995 5.782 c22_88_c22_0844_0001
-5.991 7.931 c22_88_c22_0569_0001
-5.990 4.304 c22_77_c22_0242_0001
-5.990 7.799 c22_22_c22_0162_0001
-5.989 5.138 c22_77_c22_0850_0001
-5.988 7.163 c22_77_c22_1066_0001
-5.983 5.892 c22_44_c22_1191_0001
-5.982 5.753 c22_66_c22_1021_0001
-5.981 2.782 c22_88_c22_0305_0001
-5.981 4.557 c22_33_c22_0598_0001
-5.981 5.324 c22_66_c22_0476_0001
-5.981 7.794 c22_66_c22_1141_0001
-5.979 2.660 c22_44_c22_0545_0001
-5.979 7.365 c22_33_c22_0463_0001
-5.979 7.923 c22_22_c22_0254_0001
-5.977 4.881 c22_55_c22_0223_0001
-5.976 3.734 c22_44_c22_0327_0001
-5.975 8.137 c22_88_c22_0494_0001
-5.973 9.033 c22_33_c22_0269_0001
-5.968 3.141 c22_66_c22_0214_0001
-5.966 7.168 c22_88_c22_0322_0001
-5.965 4.787 c22_22_c22_0848_0001
-5.965 5.588 c22_55_c22_1061_0001
-5.962 5.065 c22_22_c22_1103_0001
-5.958 6.717 c22_11_c22_0646_0001
-5.957 8.078 c22_66_c22_1219_0001
-5.955 7.237 c22_55_c22_0775_0001
-5.954 4.570 c22_66_c22_0260_0001
-5.954 6.955 c22_66_c22_0346_0001
-5.951 4.745 c22_44_c22_0417_0001
-5.950 5.403 c22_88_c22_1232_0001
-5.949 6.887 c22_77_c22_0994_0001
-5.949 9.958 c22_77_c22_1019_0001
-5.948 8.219 c22_77_c22_0877_0001
-5.944 2.479 c22_66_c22_0722_0001
-5.943 8.195 c22_44_c22_0984_0001
-5.941 6.143 c22_22_c22_0641_0001
-5.940 4.822 c22_66_c22_0342_0001
-5.940 9.773 c22_77_c22_0213_0001
-5.937 6.034 c22_77_c22_0414_0001
-5.934 3.428 c22_88_c22_0947_0001
-5.934 5.089 c22_55_c22_0968_0001
-5.933 7.012 c22_66_c22_1199_0001
-5.931 6.653 c22_11_c22_0967_0001
-5.930 7.167 c22_88_c22_0050_0001
-5.929 7.641 c22_77_c22_0649_0001
-5.928 7.254 c22_11_c22_0264_0001
-5.926 3.824 c22_77_c22_1055_0001
-5.926 7.528 c22_22_c22_0592_0001
-5.925 5.803 c22_66_c22_0225_0001
-5.922 5.240 c22_66_c22_0865_0001
-5.919 6.111 c22_55_c22_0490_0001
-5.918 5.591 c22_11_c22_0761_0001
-5.918 6.622 c22_77_c22_0184_0001
-5.918 7.732 c22_44_c22_0301_0001
-5.915 7.961 c22_88_c22_1122_0001
-5.914 6.388 c22_22_c22_0411_0001
-5.914 7.579 c22_88_c22_0865_0001
-5.913 5.485 c22_22_c22_0793_0001
-5.912 6.043 c22_44_c22_0353_0001
-5.912 6.655 c22_77_c22_0310_0001
-5.912 6.681 c22_11_c22_1055_0001
-5.910 6.100 c22_11_c22_0633_0001
-5.906 7.479 c22_88_c22_1125_0001
-5.906 7.501 c22_88_c22_0731_0001
-5.903 6.193 c22_44_c22_0496_0001
-5.903 6.435 c22_55_c22_0407_0001
-5.898 6.659 c22_22_c22_0577_0001
-5.898 9.351 c22_33_c22_0371_0001
-5.895 7.440 c22_66_c22_0447_0001
-5.894 9.322 c22_33_c22_1021_0001
-5.893 4.437 c22_77_c22_0889_0001
-5.891 3.911 c22_11_c22_0441_0001
-5.891 4.966 c22_33_c22_0736_0001
-5.888 5.996 c22_77_c22_0363_0001
-5.888 6.960 c22_55_c22_1194_0001
-5.886 5.268 c22_55_c22_1172_0001
-5.886 9.520 c22_22_c22_0089_0001
-5.881 3.485 c22_33_c22_0471_0001
-5.881 6.909 c22_88_c22_0385_0001
-5.876 5.019 c22_77_c22_0443_0001
-5.876 6.737 c22_66_c22_0630_0001
-5.875 5.080 c22_77_c22_0567_0001
-5.873 5.165 c22_11_c22_0853_0001
-5.872 3.797 c22_66_c22_0059_0001
-5.870 9.128 c22_22_c22_0395_0001
-5.866 6.607 c22_88_c22_0744_0001
-5.866 7.531 c22_88_c22_0628_0001
-5.863 4.514 c22_33_c22_0381_0001
-5.863 6.122 c22_11_c22_0918_0001
-5.862 8.560 c22_77_c22_1080_0001
-5.861 6.532 c22_44_c22_0187_0001
-5.861 6.716 c22_88_c22_0595_0001
-5.860 6.238 c22_66_c22_0654_0001
-5.860 7.985 c22_88_c22_0636_0001
-5.856 5.445 c22_11_c22_1049_0001
-5.855 4.791 c22_66_c22_0023_0001
-5.854 5.530 c22_33_c22_0918_0001
-5.852 6.875 c22_22_c22_1149_0001
-5.850 5.606 c22_11_c22_0927_0001
-5.849 8.214 c22_55_c22_0500_0001
-5.848 5.170 c22_33_c22_0812_0001
-5.847 8.213 c22_88_c22_0029_0001
-5.844 7.203 c22_77_c22_0863_0001
-5.841 5.579 c22_77_c22_0751_0001
-5.839 7.140 c22_11_c22_0042_0001
-5.839 8.664 c22_66_c22_0269_0001
-5.838 4.289 c22_44_c22_1155_0001
-5.837 7.586 c22_22_c22_1178_0001
-5.835 2.962 c22_77_c22_1136_0001
-5.835 7.294 c22_77_c22_1097_0001
-5.834 5.320 c22_77_c22_0387_0001
-5.834 7.095 c22_33_c22_0872_0001
-5.830 8.027 c22_44_c22_0188_0001
-5.830 8.590 c22_77_c22_1049_0001
-5.829 7.338 c22_77_c22_0139_0001
-5.828 7.463 c22_22_c22_0880_0001
-5.828 7.749 c22_88_c22_1022_0001
-5.827 3.492 c22_11_c22_0430_0001
-5.826 6.935 c22_66_c22_0407_0001
-5.821 5.147 c22_66_c22_0393_0001
-5.820 5.648 c22_33_c22_1070_0001
-5.820 7.870 c22_88_c22_0202_0001
-5.819 5.156 c22_22_c22_0690_0001
-5.818 5.907 c22_55_c22_0934_0001
-5.815 6.429 c22_33_c22_0407_0001
-5.814 7.187 c22_88_c22_0719_0001
-5.811 5.875 c22_44_c22_1231_0001
-5.808 7.816 c22_77_c22_1052_0001
-5.807 7.855 c22_66_c22_0454_0001
-5.806 7.490 c22_88_c22_0498_0001
-5.805 8.000 c22_11_c22_0869_0001
-5.803 6.901 c22_88_c22_0251_0001
-5.802 2.929 c22_11_c22_1041_0001
-5.802 4.754 c22_88_c22_1249_0001
-5.802 7.057 c22_11_c22_1148_0001
-5.801 3.933 c22_66_c22_0292_0001
-5.797 6.877 c22_33_c22_0172_0001
-5.797 8.130 c22_11_c22_1032_0001
-5.794 6.061 c22_55_c22_0637_0001
-5.790 7.367 c22_55_c22_0997_0001
-5.789 6.924 c22_44_c22_1244_0001
-5.786 5.193 c22_55_c22_1058_0001
-5.786 5.918 c22_88_c22_0481_0001
-5.783 4.780 c22_66_c22_1166_0001
-5.780 3.526 c22_22_c22_0621_0001
-5.780 5.083 c22_66_c22_1034_0001
-5.779 6.009 c22_88_c22_0792_0001
-5.778 5.397 c22_33_c22_0481_0001
-5.778 8.406 c22_44_c22_1194_0001
-5.777 4.544 c22_11_c22_0903_0001
-5.777 7.887 c22_77_c22_1095_0001
-5.777 9.011 c22_11_c22_0771_0001
-5.776 4.926 c22_44_c22_0013_0001
-5.776 5.128 c22_88_c22_0763_0001
-5.775 5.355 c22_44_c22_0960_0001
-5.775 7.114 c22_77_c22_0062_0001
-5.775 8.952 c22_22_c22_0755_0001
-5.771 6.357 c22_33_c22_1014_0001
-5.771 6.787 c22_44_c22_0638_0001
-5.769 6.534 c22_66_c22_0612_0001
-5.764 5.092 c22_11_c22_0390_0001
-5.763 9.446 c22_11_c22_0403_0001
-5.761 8.539 c22_44_c22_0230_0001
-5.760 5.846 c22_22_c22_0074_0001
-5.756 5.032 c22_22_c22_0407_0001
-5.754 5.752 c22_77_c22_0207_0001
-5.751 3.549 c22_66_c22_0549_0001
-5.748 6.171 c22_33_c22_0336_0001
-5.747 5.237 c22_77_c22_1246_0001
-5.746 3.308 c22_22_c22_1168_0001
-5.746 7.815 c22_77_c22_0376_0001
-5.746 8.473 c22_11_c22_1147_0001
-5.745 6.094 c22_55_c22_0990_0001
-5.744 5.825 c22_44_c22_1071_0001
-5.742 5.681 c22_77_c22_1033_0001
-5.741 6.602 c22_55_c22_0913_0001
-5.740 7.063 c22_33_c22_0219_0001
-5.739 6.284 c22_77_c22_0602_0001
-5.739 7.550 c22_88_c22_0041_0001
-5.737 9.495 c22_77_c22_0513_0001
-5.734 5.753 c22_66_c22_0688_0001
-5.732 7.867 c22_11_c22_0704_0001
-5.731 6.634 c22_22_c22_0106_0001
-5.730 6.891 c22_66_c22_0752_0001
-5.727 8.286 c22_11_c22_1108_0001
-5.723 4.835 c22_66_c22_1119_0001
-5.723 7.718 c22_88_c22_0283_0001
-5.721 5.868 c22_11_c22_0829_0001
-5.721 8.440 c22_77_c22_0293_0001
-5.720 5.595 c22_77_c22_0322_0001
-5.717 6.149 c22_88_c22_0089_0001
-5.715 5.048 c22_55_c22_0165_0001
-5.713 9.000 c22_55_c22_0388_0001
-5.711 5.526 c22_33_c22_0719_0001
-5.709 6.709 c22_22_c22_0033_0001
-5.703 6.577 c22_77_c22_1039_0001
-5.702 6.086 c22_11_c22_0164_0001
-5.702 6.138 c22_11_c22_0473_0001
-5.702 7.717 c22_66_c22_0729_0001
-5.701 3.761 c22_11_c22_0454_0001
-5.698 5.630 c22_88_c22_0828_0001
-5.695 6.087 c22_66_c22_0174_0001
-5.694 6.291 c22_55_c22_0325_0001
-5.694 6.901 c22_11_c22_0148_0001
-5.691 8.352 c22_22_c22_1235_0001
-5.690 5.827 c22_88_c22_0145_0001
-5.689 4.727 c22_33_c22_0487_0001
-5.688 7.143 c22_22_c22_0739_0001
-5.686 6.987 c22_44_c22_1135_0001
-5.685 5.074 c22_22_c22_0409_0001
-5.685 5.920 c22_77_c22_0369_0001
-5.684 7.329 c22_22_c22_0264_0001
-5.683 4.795 c22_66_c22_0490_0001
-5.677 7.114 c22_66_c22_0578_0001
-5.673 5.665 c22_33_c22_0132_0001
-5.669 8.111 c22_77_c22_0173_0001
-5.667 8.744 c22_22_c22_0495_0001
-5.666 5.190 c22_88_c22_0204_0001
-5.665 6.601 c22_77_c22_1116_0001
-5.662 5.493 c22_22_c22_0536_0001
-5.662 6.751 c22_66_c22_0944_0001
-5.660 4.735 c22_88_c22_1231_0001
-5.659 6.974 c22_77_c22_0239_0001
-5.659 7.510 c22_88_c22_0507_0001
-5.657 6.832 c22_44_c22_0699_0001
-5.656 5.472 c22_88_c22_0772_0001
-5.656 5.939 c22_44_c22_0795_0001
-5.654 6.937 c22_77_c22_0176_0001
-5.653 5.272 c22_11_c22_0961_0001
-5.653 7.288 c22_22_c22_0728_0001
-5.651 5.096 c22_11_c22_0574_0001
-5.650 5.553 c22_77_c22_0181_0001
-5.649 5.280 c22_55_c22_0389_0001
-5.649 5.534 c22_55_c22_1103_0001
-5.649 7.007 c22_11_c22_0923_0001
-5.648 6.703 c22_88_c22_0350_0001
-5.644 5.309 c22_66_c22_0851_0001
-5.642 5.270 c22_11_c22_0254_0001
-5.640 6.469 c22_33_c22_0181_0001
-5.640 7.891 c22_55_c22_0192_0001
-5.639 4.787 c22_44_c22_0853_0001
-5.638 6.331 c22_11_c22_0951_0001
-5.636 6.110 c22_88_c22_0449_0001
-5.630 6.521 c22_66_c22_0828_0001
-5.627 7.798 c22_44_c22_0349_0001
-5.627 8.125 c22_77_c22_0945_0001
-5.626 5.431 c22_88_c22_0135_0001
-5.626 6.287 c22_55_c22_0600_0001
-5.626 7.598 c22_33_c22_0411_0001
-5.625 4.605 c22_44_c22_0035_0001
-5.625 6.038 c22_77_c22_0431_0001
-5.625 7.356 c22_44_c22_0974_0001
-5.624 6.480 c22_22_c22_0268_0001
-5.624 6.621 c22_22_c22_0008_0001
-5.624 7.690 c22_88_c22_0389_0001
-5.623 4.866 c22_88_c22_0956_0001
-5.622 5.503 c22_33_c22_0447_0001
-5.621 5.584 c22_88_c22_0203_0001
-5.619 4.440 c22_66_c22_1189_0001
-5.618 6.654 c22_88_c22_1046_0001
-5.616 6.512 c22_66_c22_0637_0001
-5.614 3.404 c22_66_c22_0948_0001
-5.608 7.226 c22_77_c22_0423_0001
-5.607 6.613 c22_77_c22_1008_0001
-5.605 4.468 c22_44_c22_0146_0001
-5.605 6.233 c22_22_c22_0779_0001
-5.600 5.933 c22_88_c22_0900_0001
-5.600 6.731 c22_55_c22_1170_0001
-5.597 5.365 c22_33_c22_0914_0001
-5.597 6.236 c22_88_c22_0321_0001
-5.597 7.572 c22_55_c22_0048_0001
-5.596 7.303 c22_66_c22_0750_0001
-5.590 7.180 c22_66_c22_1084_0001
-5.589 5.605 c22_11_c22_0028_0001
-5.587 9.264 c22_88_c22_1147_0001
-5.586 5.745 c22_88_c22_0970_0001
-5.582 9.639 c22_77_c22_0315_0001
-5.579 7.196 c22_11_c22_1142_0001
-5.578 7.798 c22_88_c22_0115_0001
-5.577 6.753 c22_44_c22_0253_0001
-5.577 7.327 c22_77_c22_0639_0001
-5.576 6.238 c22_66_c22_0679_0001
-5.575 7.839 c22_22_c22_0558_0001
-5.569 9.948 c22_44_c22_0205_0001
-5.567 4.295 c22_88_c22_0525_0001
-5.562 5.260 c22_88_c22_0310_0001
-5.561 7.775 c22_77_c22_0522_0001
-5.561 9.316 c22_22_c22_0650_0001
-5.555 6.532 c22_77_c22_1230_0001
-5.555 7.861 c22_66_c22_0191_0001
-5.554 7.468 c22_88_c22_1098_0001
-5.553 6.512 c22_66_c22_0622_0001
-5.552 3.972 c22_66_c22_0910_0001
-5.551 5.144 c22_77_c22_0275_0001
-5.551 7.491 c22_55_c22_0839_0001
-5.549 6.159 c22_44_c22_1111_0001
-5.546 7.228 c22_66_c22_0192_0001
-5.544 6.668 c22_11_c22_0123_0001
-5.543 6.665 c22_55_c22_0561_0001
-5.539 4.667 c22_33_c22_0164_0001
-5.536 8.765 c22_11_c22_0966_0001
-5.534 7.582 c22_77_c22_0977_0001
-5.533 5.619 c22_11_c22_0362_0001
-5.531 6.490 c22_66_c22_0577_0001
-5.528 6.889 c22_33_c22_0646_0001
-5.521 7.031 c22_44_c22_0687_0001
-5.520 5.319 c22_33_c22_1213_0001
-5.520 8.132 c22_66_c22_1121_0001
-5.516 4.585 c22_33_c22_0840_0001
-5.511 7.404 c22_55_c22_0940_0001
-5.510 3.548 c22_44_c22_1106_0001
-5.510 7.345 c22_22_c22_0079_0001
-5.509 6.562 c22_55_c22_0713_0001
-5.508 6.923 c22_22_c22_1078_0001
-5.507 5.702 c22_66_c22_0468_0001
-5.507 5.862 c22_77_c22_1189_0001
-5.506 6.722 c22_11_c22_1244_0001
-5.506 7.648 c22_88_c22_0575_0001
-5.505 5.970 c22_55_c22_0838_0001
-5.495 5.473 c22_88_c22_0663_0001
-5.491 7.572 c22_33_c22_0142_0001
-5.490 6.809 c22_55_c22_0684_0001
-5.489 5.196 c22_88_c22_0443_0001
-5.489 8.643 c22_55_c22_0980_0001
-5.486 4.913 c22_55_c22_0617_0001
-5.486 6.524 c22_22_c22_0332_0001
-5.485 13.216 c22_11_c22_0251_0001
-5.485 4.709 c22_77_c22_0178_0001
-5.484 5.334 c22_88_c22_1076_0001
-5.483 7.815 c22_88_c22_0661_0001
-5.480 8.280 c22_33_c22_0075_0001
-5.479 7.146 c22_22_c22_0418_0001
-5.478 6.982 c22_22_c22_1081_0001
-5.477 6.666 c22_77_c22_0373_0001
-5.477 7.870 c22_55_c22_0166_0001
-5.473 5.412 c22_88_c22_0380_0001
-5.473 5.553 c22_88_c22_0705_0001
-5.471 3.680 c22_44_c22_0716_0001
-5.471 4.880 c22_55_c22_0536_0001
-5.470 4.938 c22_77_c22_0301_0001
-5.470 8.247 c22_22_c22_0503_0001
-5.469 6.562 c22_22_c22_0857_0001
-5.469 8.579 c22_66_c22_1200_0001
-5.468 4.553 c22_88_c22_0457_0001
-5.459 5.375 c22_11_c22_0664_0001
-5.459 8.132 c22_22_c22_0844_0001
-5.455 8.059 c22_77_c22_0348_0001
-5.449 8.335 c22_22_c22_0940_0001
-5.449 8.474 c22_22_c22_0635_0001
-5.448 8.731 c22_22_c22_0903_0001
-5.447 7.387 c22_77_c22_0747_0001
-5.446 6.131 c22_77_c22_0916_0001
-5.443 7.863 c22_11_c22_0857_0001
-5.443 8.914 c22_88_c22_0329_0001
-5.443 9.345 c22_11_c22_0783_0001
-5.442 5.990 c22_88_c22_0785_0001
-5.439 4.773 c22_55_c22_1197_0001
-5.437 5.727 c22_88_c22_0728_0001
-5.436 6.610 c22_77_c22_0802_0001
-5.436 7.626 c22_88_c22_0924_0001
-5.435 6.536 c22_11_c22_0052_0001
-5.433 5.612 c22_77_c22_0479_0001
-5.431 5.347 c22_11_c22_0997_0001
-5.431 9.628 c22_44_c22_0928_0001
-5.430 7.114 c22_77_c22_0285_0001
-5.428 6.335 c22_55_c22_0078_0001
-5.426 6.040 c22_77_c22_0401_0001
-5.423 5.914 c22_77_c22_0745_0001
-5.422 7.167 c22_44_c22_1056_0001
-5.420 7.415 c22_11_c22_0933_0001
-5.419 7.770 c22_22_c22_0686_0001
-5.418 8.059 c22_88_c22_0019_0001
-5.417 6.756 c22_44_c22_0567_0001
-5.416 7.484 c22_88_c22_0518_0001
-5.415 9.058 c22_88_c22_1030_0001
-5.413 6.287 c22_88_c22_0102_0001
-5.410 7.473 c22_11_c22_0746_0001
-5.410 9.478 c22_66_c22_0737_0001
-5.407 6.282 c22_55_c22_1131_0001
-5.406 8.100 c22_55_c22_0589_0001
-5.405 5.499 c22_44_c22_0197_0001
-5.404 4.857 c22_77_c22_0288_0001
-5.401 7.047 c22_44_c22_1085_0001
-5.401 8.058 c22_44_c22_0623_0001
-5.400 7.654 c22_55_c22_0443_0001
-5.396 8.736 c22_55_c22_0576_0001
-5.391 5.306 c22_44_c22_0152_0001
-5.388 5.411 c22_55_c22_0184_0001
-5.387 5.482 c22_33_c22_0375_0001
-5.386 8.460 c22_77_c22_0442_0001
-5.385 6.816 c22_55_c22_0481_0001
-5.383 5.449 c22_66_c22_0075_0001
-5.383 8.448 c22_77_c22_0901_0001
-5.382 4.133 c22_33_c22_1008_0001
-5.381 3.125 c22_77_c22_0907_0001
-5.379 7.794 c22_11_c22_1039_0001
-5.376 5.091 c22_55_c22_0566_0001
-5.374 7.057 c22_66_c22_0685_0001
-5.374 8.096 c22_66_c22_0453_0001
-5.372 4.481 c22_44_c22_0466_0001
-5.372 4.848 c22_77_c22_0531_0001
-5.372 5.641 c22_77_c22_0672_0001
-5.368 7.239 c22_88_c22_0013_0001
-5.368 9.140 c22_44_c22_0698_0001
-5.365 5.883 c22_22_c22_0125_0001
-5.363 7.432 c22_66_c22_0212_0001
-5.362 5.129 c22_44_c22_0705_0001
-5.351 7.365 c22_11_c22_1233_0001
-5.348 9.287 c22_44_c22_1200_0001
-5.345 5.857 c22_22_c22_0351_0001
-5.339 8.831 c22_11_c22_0118_0001
-5.332 6.557 c22_66_c22_0107_0001
-5.331 7.233 c22_55_c22_0565_0001
-5.328 4.500 c22_88_c22_0394_0001
-5.325 6.298 c22_33_c22_0406_0001
-5.323 9.085 c22_77_c22_0214_0001
-5.319 7.043 c22_33_c22_1180_0001
-5.313 7.412 c22_66_c22_0496_0001
-5.312 3.149 c22_44_c22_0276_0001
-5.312 4.896 c22_77_c22_0509_0001
-5.312 5.309 c22_44_c22_0664_0001
-5.311 6.684 c22_88_c22_0124_0001
-5.306 8.276 c22_77_c22_0223_0001
-5.304 5.131 c22_66_c22_0856_0001
-5.304 6.690 c22_22_c22_0889_0001
-5.304 8.809 c22_22_c22_0479_0001
-5.300 8.863 c22_55_c22_1235_0001
-5.299 4.992 c22_33_c22_0352_0001
-5.299 5.446 c22_88_c22_0120_0001
-5.297 5.713 c22_11_c22_0429_0001
-5.296 6.613 c22_11_c22_0836_0001
-5.294 5.518 c22_66_c22_0648_0001
-5.294 8.789 c22_55_c22_0011_0001
-5.293 5.866 c22_33_c22_0012_0001
-5.293 7.442 c22_44_c22_0531_0001
-5.291 8.921 c22_22_c22_1020_0001
-5.290 8.139 c22_11_c22_0914_0001
-5.286 7.010 c22_66_c22_0747_0001
-5.286 8.364 c22_88_c22_0755_0001
-5.283 4.641 c22_33_c22_0804_0001
-5.283 6.714 c22_22_c22_1060_0001
-5.282 4.034 c22_66_c22_1149_0001
-5.280 7.359 c22_22_c22_0077_0001
-5.280 8.168 c22_11_c22_0860_0001
-5.279 11.210 c22_11_c22_0211_0001
-5.279 5.280 c22_66_c22_0774_0001
-5.279 8.732 c22_33_c22_0112_0001
-5.275 6.622 c22_88_c22_0843_0001
-5.274 8.051 c22_11_c22_1086_0001
-5.274 8.133 c22_88_c22_1181_0001
-5.272 6.504 c22_22_c22_0819_0001
-5.270 7.293 c22_33_c22_0596_0001
-5.268 5.380 c22_55_c22_0927_0001
-5.266 6.938 c22_55_c22_0463_0001
-5.263 7.286 c22_77_c22_0451_0001
-5.262 5.798 c22_22_c22_0803_0001
-5.261 5.162 c22_88_c22_0304_0001
-5.261 6.987 c22_55_c22_1081_0001
-5.261 7.279 c22_22_c22_1089_0001
-5.261 8.294 c22_44_c22_0091_0001
-5.256 5.850 c22_11_c22_0587_0001
-5.255 7.307 c22_55_c22_1141_0001
-5.255 7.391 c22_55_c22_0767_0001
-5.252 5.580 c22_22_c22_0457_0001
-5.252 7.251 c22_66_c22_0585_0001
-5.252 8.033 c22_33_c22_1184_0001
-5.251 8.013 c22_11_c22_1191_0001
-5.250 8.679 c22_44_c22_1007_0001
-5.247 6.860 c22_88_c22_0893_0001
-5.245 6.318 c22_66_c22_1060_0001
-5.240 7.184 c22_55_c22_0678_0001
-5.236 4.625 c22_33_c22_0652_0001
-5.236 7.508 c22_66_c22_0789_0001
-5.232 6.868 c22_66_c22_0477_0001
-5.230 4.846 c22_88_c22_0626_0001
-5.230 7.949 c22_11_c22_0615_0001
-5.225 7.414 c22_77_c22_0829_0001
-5.224 7.856 c22_22_c22_0522_0001
-5.218 7.369 c22_77_c22_0546_0001
-5.217 4.309 c22_44_c22_0785_0001
-5.217 8.627 c22_55_c22_0493_0001
-5.216 6.772 c22_22_c22_0725_0001
-5.214 6.306 c22_33_c22_0953_0001
-5.213 4.546 c22_44_c22_1062_0001
-5.213 7.405 c22_88_c22_0070_0001
-5.205 5.933 c22_11_c22_0738_0001
-5.202 5.604 c22_22_c22_0851_0001
-5.202 8.352 c22_66_c22_1188_0001
-5.201 7.113 c22_11_c22_0393_0001
-5.200 6.879 c22_11_c22_1161_0001
-5.198 6.293 c22_22_c22_0981_0001
-5.194 4.844 c22_11_c22_0183_0001
-5.187 5.697 c22_44_c22_0829_0001
-5.184 5.065 c22_22_c22_0127_0001
-5.183 7.867 c22_77_c22_0606_0001
-5.181 4.479 c22_33_c22_1225_0001
