  SEQUENCE:
interface_delta_X ligand_rms_no_super_X description
-9.428 5.642 c13_11_c13_0227_0001
-9.428 9.248 c13_77_c13_0985_0001
-9.427 3.972 c13_33_c13_0212_0001
-9.426 5.244 c13_66_c13_0975_0001
-9.425 2.584 c13_22_c13_1115_0001
-9.424 9.720 c13_55_c13_0567_0001
-9.421 5.403 c13_77_c13_0484_0001
-9.421 9.800 c13_44_c13_1002_0001
-9.420 4.200 c13_88_c13_0822_0001
-9.417 10.112 c13_44_c13_1043_0001
-9.417 10.804 c13_33_c13_0876_0001
-9.417 5.653 c13_33_c13_0662_0001
-9.416 9.210 c13_66_c13_0852_0001
-9.415 5.090 c13_22_c13_0633_0001
-9.415 7.264 c13_11_c13_0127_0001
-9.415 8.972 c13_55_c13_1200_0001
-9.414 10.411 c13_33_c13_1030_0001
-9.414 2.090 c13_33_c13_0666_0001
-9.414 4.134 c13_11_c13_0284_0001
-9.413 4.108 c13_22_c13_0432_0001
-9.413 4.503 c13_55_c13_0609_0001
-9.413 5.053 c13_77_c13_1185_0001
-9.412 6.175 c13_44_c13_0214_0001
-9.412 6.961 c13_22_c13_0714_0001
-9.411 3.402 c13_33_c13_0583_0001
-9.411 6.898 c13_22_c13_0995_0001
-9.411 8.703 c13_88_c13_1126_0001
-9.411 8.901 c13_33_c13_1050_0001
-9.410 3.951 c13_11_c13_0140_0001
-9.410 4.263 c13_11_c13_0442_0001
-9.410 5.411 c13_77_c13_1009_0001
-9.410 9.746 c13_11_c13_0961_0001
-9.409 6.706 c13_66_c13_0472_0001
-9.409 9.874 c13_33_c13_0708_0001
-9.408 6.954 c13_11_c13_0310_0001
-9.407 3.584 c13_33_c13_0652_0001
-9.406 4.642 c13_77_c13_0281_0001
-9.406 5.652 c13_66_c13_0433_0001
-9.406 5.791 c13_66_c13_0561_0001
-9.405 5.889 c13_11_c13_1191_0001
-9.401 4.463 c13_11_c13_0943_0001
-9.398 5.585 c13_88_c13_0297_0001
-9.396 4.858 c13_88_c13_0205_0001
-9.396 9.366 c13_55_c13_0252_0001
-9.395 1.938 c13_44_c13_1149_0001
-9.394 10.254 c13_44_c13_0860_0001
-9.394 2.575 c13_22_c13_0080_0001
-9.393 8.903 c13_77_c13_0616_0001
-9.392 9.142 c13_66_c13_0823_0001
-9.392 9.181 c13_55_c13_0405_0001
-9.389 6.279 c13_77_c13_0911_0001
-9.388 8.592 c13_88_c13_0496_0001
-9.387 9.315 c13_88_c13_0302_0001
-9.386 4.666 c13_77_c13_0598_0001
-9.386 7.958 c13_55_c13_0350_0001
-9.384 2.373 c13_22_c13_0827_0001
-9.384 2.830 c13_55_c13_0150_0001
-9.383 10.445 c13_44_c13_1229_0001
-9.382 5.920 c13_11_c13_1189_0001
-9.381 6.445 c13_44_c13_0765_0001
-9.380 4.337 c13_22_c13_0444_0001
-9.377 9.748 c13_55_c13_0448_0001
-9.376 4.739 c13_44_c13_0304_0001
-9.376 9.667 c13_88_c13_0719_0001
-9.375 9.510 c13_66_c13_0327_0001
-9.375 9.872 c13_55_c13_0692_0001
-9.374 10.009 c13_55_c13_1184_0001
-9.374 5.087 c13_66_c13_0642_0001
-9.374 5.448 c13_66_c13_0178_0001
-9.374 7.699 c13_11_c13_0516_0001
-9.373 9.327 c13_55_c13_0916_0001
-9.372 3.708 c13_11_c13_0196_0001
-9.372 5.622 c13_77_c13_0443_0001
-9.372 6.540 c13_33_c13_0588_0001
-9.371 4.833 c13_77_c13_0710_0001
-9.370 3.438 c13_66_c13_0270_0001
-9.370 8.749 c13_77_c13_1122_0001
-9.369 4.130 c13_66_c13_1162_0001
-9.369 6.178 c13_11_c13_1172_0001
-9.369 8.755 c13_88_c13_0561_0001
-9.368 10.246 c13_77_c13_0758_0001
-9.368 6.191 c13_77_c13_0245_0001
-9.368 9.720 c13_77_c13_1163_0001
-9.368 9.951 c13_44_c13_0600_0001
-9.367 10.322 c13_33_c13_0852_0001
-9.367 4.108 c13_11_c13_0408_0001
-9.367 6.926 c13_77_c13_0608_0001
-9.366 7.688 c13_11_c13_0368_0001
-9.366 9.769 c13_66_c13_0615_0001
-9.363 6.063 c13_66_c13_0691_0001
-9.363 8.499 c13_55_c13_0415_0001
-9.362 1.790 c13_44_c13_0565_0001
-9.360 6.358 c13_66_c13_0663_0001
-9.359 9.976 c13_44_c13_0921_0001
-9.358 10.052 c13_55_c13_1007_0001
-9.358 9.336 c13_55_c13_0414_0001
-9.357 8.733 c13_44_c13_0603_0001
-9.354 3.410 c13_33_c13_1143_0001
-9.354 7.066 c13_11_c13_0001_0001
-9.354 9.020 c13_77_c13_0205_0001
-9.353 6.239 c13_44_c13_0912_0001
-9.353 6.307 c13_22_c13_1244_0001
-9.353 9.333 c13_88_c13_1023_0001
-9.352 10.663 c13_88_c13_1026_0001
-9.352 5.359 c13_11_c13_1080_0001
-9.351 10.474 c13_66_c13_0526_0001
-9.351 3.562 c13_88_c13_0101_0001
-9.351 4.548 c13_33_c13_0637_0001
-9.351 5.000 c13_66_c13_0332_0001
-9.351 9.954 c13_55_c13_0364_0001
-9.350 4.285 c13_88_c13_0883_0001
-9.350 5.307 c13_77_c13_1154_0001
-9.350 7.805 c13_44_c13_0047_0001
-9.349 5.598 c13_77_c13_0001_0001
-9.348 8.540 c13_22_c13_0554_0001
-9.345 9.788 c13_55_c13_0112_0001
-9.344 4.913 c13_88_c13_0629_0001
-9.343 4.774 c13_55_c13_0133_0001
-9.343 8.411 c13_33_c13_0689_0001
-9.343 9.855 c13_55_c13_0633_0001
-9.342 2.482 c13_66_c13_0068_0001
-9.342 4.333 c13_88_c13_0337_0001
-9.341 2.739 c13_44_c13_0599_0001
-9.341 8.809 c13_44_c13_0235_0001
-9.341 9.111 c13_77_c13_0354_0001
-9.340 4.541 c13_77_c13_0334_0001
-9.340 9.662 c13_66_c13_1095_0001
-9.338 2.072 c13_33_c13_0986_0001
-9.338 8.845 c13_33_c13_0225_0001
-9.337 4.356 c13_88_c13_0410_0001
-9.337 8.573 c13_77_c13_0075_0001
-9.336 3.485 c13_88_c13_0645_0001
-9.336 5.807 c13_77_c13_0426_0001
-9.336 9.202 c13_55_c13_0549_0001
-9.336 9.358 c13_44_c13_0706_0001
-9.334 4.247 c13_77_c13_0989_0001
-9.333 6.389 c13_33_c13_0839_0001
-9.332 5.167 c13_77_c13_1139_0001
-9.332 5.644 c13_77_c13_0009_0001
-9.331 4.517 c13_11_c13_0263_0001
-9.331 9.402 c13_55_c13_0314_0001
-9.330 6.272 c13_77_c13_0098_0001
-9.327 5.867 c13_55_c13_0398_0001
-9.327 9.421 c13_55_c13_0270_0001
-9.326 10.267 c13_77_c13_0771_0001
-9.324 5.959 c13_33_c13_0473_0001
-9.322 4.504 c13_55_c13_1248_0001
-9.321 3.291 c13_44_c13_0687_0001
-9.320 4.549 c13_77_c13_1006_0001
-9.320 9.189 c13_33_c13_1241_0001
-9.319 8.924 c13_33_c13_0233_0001
-9.319 9.700 c13_66_c13_1228_0001
-9.319 9.944 c13_33_c13_0397_0001
-9.318 5.354 c13_77_c13_0091_0001
-9.317 4.766 c13_77_c13_0896_0001
-9.316 10.500 c13_33_c13_1214_0001
-9.316 9.222 c13_77_c13_0918_0001
-9.314 3.762 c13_22_c13_0054_0001
-9.314 9.452 c13_88_c13_0752_0001
-9.313 4.288 c13_33_c13_0361_0001
-9.310 5.323 c13_77_c13_0035_0001
-9.309 5.361 c13_55_c13_0685_0001
-9.308 6.465 c13_88_c13_0386_0001
-9.307 5.175 c13_77_c13_0181_0001
-9.307 5.708 c13_77_c13_0592_0001
-9.307 6.866 c13_11_c13_0429_0001
-9.307 8.572 c13_88_c13_0520_0001
-9.307 9.911 c13_33_c13_0856_0001
-9.306 5.955 c13_22_c13_0887_0001
-9.306 6.032 c13_11_c13_0050_0001
-9.305 5.634 c13_66_c13_1193_0001
-9.304 8.430 c13_66_c13_0354_0001
-9.303 3.692 c13_66_c13_0763_0001
-9.302 9.044 c13_33_c13_1099_0001
-9.301 6.237 c13_22_c13_0923_0001
-9.301 7.140 c13_44_c13_0674_0001
-9.301 8.788 c13_11_c13_0081_0001
-9.300 3.737 c13_33_c13_0059_0001
-9.300 4.222 c13_66_c13_0162_0001
-9.300 4.490 c13_44_c13_1176_0001
-9.300 4.829 c13_77_c13_1013_0001
-9.299 4.558 c13_77_c13_0750_0001
-9.298 10.108 c13_77_c13_0950_0001
-9.298 4.141 c13_66_c13_1221_0001
-9.298 4.540 c13_88_c13_0002_0001
-9.298 9.837 c13_66_c13_0850_0001
-9.297 5.609 c13_88_c13_1244_0001
-9.297 8.666 c13_11_c13_0251_0001
-9.296 3.942 c13_88_c13_0722_0001
-9.296 6.448 c13_77_c13_0130_0001
-9.295 10.076 c13_66_c13_0194_0001
-9.294 10.129 c13_44_c13_0748_0001
-9.293 5.551 c13_44_c13_1154_0001
-9.293 6.645 c13_22_c13_0829_0001
-9.293 7.719 c13_33_c13_0524_0001
-9.292 10.179 c13_33_c13_0639_0001
-9.291 3.664 c13_11_c13_0426_0001
-9.291 9.956 c13_77_c13_1159_0001
-9.288 10.909 c13_44_c13_0404_0001
-9.286 3.458 c13_88_c13_1057_0001
-9.285 10.284 c13_77_c13_0201_0001
-9.283 9.604 c13_44_c13_0199_0001
-9.281 10.416 c13_44_c13_0430_0001
-9.279 4.511 c13_77_c13_0370_0001
-9.279 5.153 c13_33_c13_0976_0001
-9.278 4.132 c13_88_c13_1220_0001
-9.278 8.938 c13_22_c13_1037_0001
-9.277 3.693 c13_22_c13_0424_0001
-9.277 9.156 c13_77_c13_0311_0001
-9.275 2.757 c13_44_c13_1173_0001
-9.275 4.065 c13_77_c13_0653_0001
-9.275 4.809 c13_55_c13_1110_0001
-9.275 5.214 c13_22_c13_0832_0001
-9.273 5.234 c13_22_c13_0186_0001
-9.273 8.485 c13_66_c13_0650_0001
-9.273 8.793 c13_55_c13_1088_0001
-9.272 8.493 c13_33_c13_0831_0001
-9.271 6.352 c13_77_c13_0574_0001
-9.268 10.034 c13_44_c13_0222_0001
-9.268 4.011 c13_55_c13_0294_0001
-9.268 6.362 c13_22_c13_0989_0001
-9.268 8.548 c13_22_c13_0358_0001
-9.268 9.741 c13_33_c13_0914_0001
-9.265 4.688 c13_66_c13_0121_0001
-9.265 7.987 c13_66_c13_0399_0001
-9.264 4.711 c13_22_c13_0782_0001
-9.264 9.806 c13_66_c13_0344_0001
-9.263 9.131 c13_55_c13_0577_0001
-9.262 10.097 c13_55_c13_0063_0001
-9.261 6.793 c13_11_c13_0783_0001
-9.259 10.893 c13_66_c13_0675_0001
-9.259 9.610 c13_44_c13_0741_0001
-9.258 4.324 c13_44_c13_0049_0001
-9.255 3.679 c13_11_c13_0339_0001
-9.254 4.693 c13_88_c13_1039_0001
-9.254 5.993 c13_33_c13_0968_0001
-9.252 5.355 c13_77_c13_0321_0001
-9.252 5.865 c13_44_c13_0775_0001
-9.252 6.913 c13_33_c13_0497_0001
-9.252 9.875 c13_44_c13_0887_0001
-9.251 1.996 c13_44_c13_0911_0001
-9.251 4.206 c13_44_c13_0194_0001
-9.251 5.613 c13_66_c13_0235_0001
-9.251 5.686 c13_44_c13_0803_0001
-9.250 6.750 c13_22_c13_0193_0001
-9.248 2.479 c13_44_c13_0689_0001
-9.247 4.286 c13_22_c13_1214_0001
-9.246 5.357 c13_77_c13_0845_0001
-9.244 3.448 c13_11_c13_0109_0001
-9.244 5.028 c13_11_c13_0870_0001
-9.242 9.772 c13_77_c13_1104_0001
-9.240 2.542 c13_44_c13_0666_0001
-9.240 3.825 c13_77_c13_0285_0001
-9.239 3.017 c13_33_c13_0838_0001
-9.239 3.331 c13_22_c13_0402_0001
-9.238 10.402 c13_55_c13_1175_0001
-9.236 2.577 c13_88_c13_1173_0001
-9.230 5.331 c13_88_c13_0223_0001
-9.229 6.905 c13_88_c13_1154_0001
-9.227 7.990 c13_11_c13_0825_0001
-9.224 3.060 c13_11_c13_0007_0001
-9.224 4.891 c13_77_c13_0719_0001
-9.223 10.023 c13_44_c13_1062_0001
-9.222 3.539 c13_55_c13_0912_0001
-9.222 9.193 c13_77_c13_0355_0001
-9.222 9.617 c13_55_c13_0317_0001
-9.219 4.552 c13_66_c13_0424_0001
-9.217 5.678 c13_22_c13_0239_0001
-9.216 4.218 c13_55_c13_1063_0001
-9.216 4.963 c13_77_c13_0135_0001
-9.215 2.339 c13_55_c13_0739_0001
-9.215 9.101 c13_44_c13_0274_0001
-9.214 8.730 c13_77_c13_0685_0001
-9.213 2.807 c13_22_c13_0556_0001
-9.213 7.270 c13_77_c13_0645_0001
-9.212 8.942 c13_77_c13_0843_0001
-9.211 8.092 c13_33_c13_0678_0001
-9.210 5.934 c13_11_c13_0133_0001
-9.209 5.917 c13_88_c13_0567_0001
-9.209 8.887 c13_22_c13_1212_0001
-9.209 9.999 c13_44_c13_1188_0001
-9.207 2.938 c13_11_c13_0158_0001
-9.207 3.806 c13_11_c13_0585_0001
-9.207 5.620 c13_11_c13_1063_0001
-9.205 6.682 c13_77_c13_0057_0001
-9.203 3.925 c13_55_c13_0128_0001
-9.203 8.519 c13_44_c13_0627_0001
-9.203 9.804 c13_77_c13_0663_0001
-9.202 4.370 c13_66_c13_1192_0001
-9.201 3.027 c13_88_c13_0005_0001
-9.200 4.548 c13_88_c13_0279_0001
-9.200 9.376 c13_11_c13_1164_0001
-9.198 5.022 c13_66_c13_0956_0001
-9.196 5.263 c13_33_c13_0963_0001
-9.195 4.213 c13_44_c13_0292_0001
-9.194 6.194 c13_11_c13_1022_0001
-9.193 6.763 c13_88_c13_0218_0001
-9.191 5.335 c13_33_c13_0259_0001
-9.191 8.087 c13_33_c13_0783_0001
-9.190 3.719 c13_33_c13_0366_0001
-9.190 4.595 c13_66_c13_1247_0001
-9.190 5.245 c13_88_c13_0267_0001
-9.189 3.672 c13_11_c13_0387_0001
-9.187 9.207 c13_11_c13_0850_0001
-9.186 3.505 c13_66_c13_0119_0001
-9.185 5.391 c13_22_c13_0785_0001
-9.184 3.304 c13_88_c13_0507_0001
-9.184 4.927 c13_77_c13_1038_0001
-9.184 9.664 c13_66_c13_0878_0001
-9.183 8.874 c13_66_c13_0421_0001
-9.182 3.432 c13_11_c13_0188_0001
-9.182 6.980 c13_88_c13_0066_0001
-9.182 8.293 c13_88_c13_0304_0001
-9.181 6.741 c13_22_c13_0137_0001
-9.180 9.487 c13_88_c13_1135_0001
-9.179 9.347 c13_55_c13_0055_0001
-9.178 1.718 c13_33_c13_0705_0001
-9.178 3.891 c13_55_c13_0867_0001
-9.178 6.955 c13_88_c13_1216_0001
-9.177 9.389 c13_88_c13_1074_0001
-9.176 6.756 c13_55_c13_0187_0001
-9.175 9.066 c13_66_c13_0547_0001
-9.173 9.251 c13_44_c13_0789_0001
-9.172 5.607 c13_66_c13_1133_0001
-9.172 8.851 c13_44_c13_0282_0001
-9.172 9.399 c13_66_c13_0274_0001
-9.171 4.593 c13_88_c13_0709_0001
-9.171 9.757 c13_66_c13_0350_0001
-9.169 3.992 c13_77_c13_0465_0001
-9.169 4.711 c13_77_c13_1061_0001
-9.168 3.807 c13_22_c13_0586_0001
-9.168 4.480 c13_55_c13_0066_0001
-9.167 2.236 c13_44_c13_0421_0001
-9.167 4.433 c13_33_c13_0431_0001
-9.167 6.641 c13_88_c13_0743_0001
-9.166 10.438 c13_33_c13_1106_0001
-9.165 3.636 c13_66_c13_0289_0001
-9.165 3.694 c13_44_c13_0105_0001
-9.165 5.196 c13_88_c13_0174_0001
-9.165 8.689 c13_11_c13_1114_0001
-9.164 9.459 c13_55_c13_0476_0001
-9.163 8.425 c13_11_c13_0512_0001
-9.162 3.459 c13_33_c13_0477_0001
-9.162 6.513 c13_22_c13_1130_0001
-9.162 9.936 c13_44_c13_0474_0001
-9.162 9.999 c13_11_c13_0966_0001
-9.161 10.096 c13_66_c13_0197_0001
-9.161 4.650 c13_77_c13_0881_0001
-9.159 4.520 c13_44_c13_1040_0001
-9.158 2.685 c13_88_c13_0517_0001
-9.158 3.579 c13_11_c13_0971_0001
-9.157 6.939 c13_88_c13_0256_0001
-9.154 10.480 c13_22_c13_0733_0001
-9.154 5.932 c13_11_c13_1092_0001
-9.153 9.688 c13_22_c13_1145_0001
-9.152 10.205 c13_77_c13_0074_0001
-9.152 5.797 c13_77_c13_1217_0001
-9.152 9.505 c13_66_c13_0367_0001
-9.151 6.560 c13_88_c13_0273_0001
-9.150 9.873 c13_66_c13_0626_0001
-9.149 10.716 c13_44_c13_0333_0001
-9.149 5.932 c13_33_c13_0741_0001
-9.149 8.475 c13_11_c13_1190_0001
-9.148 8.525 c13_88_c13_0123_0001
-9.147 3.645 c13_33_c13_0111_0001
-9.147 5.560 c13_55_c13_0657_0001
-9.147 9.528 c13_77_c13_1234_0001
-9.144 10.212 c13_44_c13_0757_0001
-9.144 6.139 c13_88_c13_0181_0001
-9.144 9.661 c13_77_c13_1203_0001
-9.142 6.134 c13_22_c13_0734_0001
-9.141 4.549 c13_44_c13_0994_0001
-9.139 5.577 c13_11_c13_1072_0001
-9.139 9.991 c13_55_c13_0835_0001
-9.138 5.691 c13_55_c13_1197_0001
-9.138 7.956 c13_77_c13_0039_0001
-9.138 9.070 c13_77_c13_0271_0001
-9.137 5.152 c13_11_c13_1048_0001
-9.136 7.845 c13_77_c13_0384_0001
-9.136 9.977 c13_66_c13_0047_0001
-9.135 5.556 c13_22_c13_0739_0001
-9.131 2.300 c13_44_c13_0785_0001
-9.127 8.031 c13_11_c13_1147_0001
-9.126 6.706 c13_44_c13_0703_0001
-9.126 9.983 c13_66_c13_0468_0001
-9.125 4.658 c13_77_c13_0013_0001
-9.124 4.518 c13_77_c13_0185_0001
-9.124 5.249 c13_55_c13_0898_0001
-9.124 9.779 c13_33_c13_1018_0001
-9.123 9.006 c13_88_c13_0906_0001
-9.121 5.127 c13_88_c13_0454_0001
-9.117 8.599 c13_33_c13_1208_0001
-9.116 9.030 c13_77_c13_0449_0001
-9.115 6.990 c13_11_c13_0572_0001
-9.114 10.557 c13_55_c13_0148_0001
-9.113 3.750 c13_77_c13_0453_0001
-9.113 6.224 c13_77_c13_1134_0001
-9.112 8.971 c13_33_c13_0551_0001
-9.111 8.629 c13_77_c13_0239_0001
-9.110 8.590 c13_33_c13_1193_0001
-9.108 5.772 c13_88_c13_0301_0001
-9.107 7.117 c13_77_c13_0293_0001
-9.106 3.930 c13_55_c13_0946_0001
-9.105 10.075 c13_44_c13_0490_0001
-9.105 6.683 c13_22_c13_0059_0001
-9.105 9.094 c13_11_c13_0495_0001
-9.105 9.296 c13_33_c13_0727_0001
-9.104 4.707 c13_88_c13_0576_0001
-9.103 7.787 c13_44_c13_0115_0001
-9.102 8.188 c13_77_c13_0937_0001
-9.101 4.815 c13_77_c13_0134_0001
-9.098 2.645 c13_33_c13_0172_0001
-9.098 4.922 c13_77_c13_0003_0001
-9.098 8.360 c13_11_c13_0929_0001
-9.097 4.103 c13_88_c13_0950_0001
-9.096 9.340 c13_66_c13_0978_0001
-9.095 10.001 c13_44_c13_0541_0001
-9.091 9.854 c13_55_c13_0099_0001
-9.090 8.462 c13_22_c13_0157_0001
-9.090 8.874 c13_11_c13_0959_0001
-9.088 9.178 c13_11_c13_0741_0001
-9.087 10.204 c13_33_c13_0636_0001
-9.087 3.963 c13_55_c13_0352_0001
-9.087 5.461 c13_66_c13_1148_0001
-9.087 6.820 c13_88_c13_0418_0001
-9.084 6.749 c13_44_c13_0985_0001
-9.083 4.458 c13_66_c13_0475_0001
-9.082 4.226 c13_66_c13_1236_0001
-9.081 10.062 c13_66_c13_0145_0001
-9.081 8.944 c13_77_c13_0233_0001
-9.081 9.361 c13_88_c13_0456_0001
-9.080 4.764 c13_77_c13_0993_0001
-9.079 9.734 c13_77_c13_0910_0001
-9.076 10.602 c13_44_c13_0957_0001
-9.076 4.555 c13_66_c13_0343_0001
-9.075 5.105 c13_77_c13_0265_0001
-9.075 6.414 c13_55_c13_0239_0001
-9.075 7.974 c13_44_c13_0747_0001
-9.075 9.920 c13_11_c13_1238_0001
-9.073 4.478 c13_44_c13_0414_0001
-9.073 7.805 c13_33_c13_0532_0001
-9.073 8.326 c13_11_c13_0604_0001
-9.073 9.244 c13_55_c13_0355_0001
-9.072 3.075 c13_11_c13_0014_0001
-9.072 5.110 c13_55_c13_0160_0001
-9.072 9.352 c13_77_c13_0249_0001
-9.071 3.172 c13_44_c13_0076_0001
-9.071 5.997 c13_66_c13_1198_0001
-9.070 4.392 c13_11_c13_0112_0001
-9.068 5.022 c13_44_c13_1115_0001
-9.068 6.798 c13_88_c13_0949_0001
-9.066 4.735 c13_88_c13_0383_0001
-9.066 7.569 c13_66_c13_0713_0001
-9.065 5.478 c13_22_c13_0921_0001
-9.065 9.922 c13_77_c13_0888_0001
-9.064 5.026 c13_55_c13_0033_0001
-9.064 5.818 c13_22_c13_0032_0001
-9.063 6.315 c13_55_c13_0797_0001
-9.063 9.894 c13_44_c13_0288_0001
-9.062 10.153 c13_66_c13_0943_0001
-9.060 9.276 c13_66_c13_0200_0001
-9.059 5.715 c13_77_c13_0928_0001
-9.059 6.148 c13_77_c13_0227_0001
-9.059 7.704 c13_33_c13_0595_0001
-9.059 8.245 c13_11_c13_0981_0001
-9.059 9.473 c13_44_c13_0556_0001
-9.057 3.839 c13_11_c13_0554_0001
-9.056 11.985 c13_44_c13_0416_0001
-9.054 5.900 c13_66_c13_0602_0001
-9.054 9.190 c13_55_c13_0188_0001
-9.054 9.795 c13_22_c13_0698_0001
-9.052 9.525 c13_77_c13_0288_0001
-9.051 8.694 c13_66_c13_0593_0001
-9.051 9.053 c13_55_c13_0949_0001
-9.051 9.606 c13_22_c13_0594_0001
-9.050 3.941 c13_55_c13_0933_0001
-9.050 5.266 c13_44_c13_0245_0001
-9.050 6.002 c13_55_c13_1073_0001
-9.049 8.321 c13_22_c13_0456_0001
-9.049 8.321 c13_44_c13_0439_0001
-9.048 3.583 c13_11_c13_0377_0001
-9.048 4.262 c13_88_c13_1083_0001
-9.045 3.120 c13_66_c13_0423_0001
-9.045 4.883 c13_88_c13_1177_0001
-9.042 5.079 c13_88_c13_0905_0001
-9.042 5.743 c13_11_c13_1223_0001
-9.042 9.800 c13_66_c13_0972_0001
-9.041 9.996 c13_66_c13_0419_0001
-9.040 10.498 c13_22_c13_1080_0001
-9.040 3.607 c13_11_c13_0450_0001
-9.040 6.786 c13_55_c13_1116_0001
-9.039 3.782 c13_11_c13_0485_0001
-9.039 7.927 c13_88_c13_0954_0001
-9.039 8.143 c13_88_c13_0702_0001
-9.038 5.267 c13_66_c13_0066_0001
-9.037 6.527 c13_22_c13_0945_0001
-9.036 10.080 c13_44_c13_1237_0001
-9.035 10.373 c13_44_c13_0649_0001
-9.035 3.522 c13_11_c13_0603_0001
-9.035 9.468 c13_66_c13_0529_0001
-9.033 3.410 c13_22_c13_0317_0001
-9.033 8.710 c13_44_c13_0949_0001
-9.032 5.793 c13_55_c13_0094_0001
-9.031 2.558 c13_11_c13_0139_0001
-9.031 5.159 c13_33_c13_0566_0001
-9.031 9.365 c13_66_c13_1216_0001
-9.030 9.578 c13_66_c13_0588_0001
-9.029 7.786 c13_33_c13_0511_0001
-9.028 3.311 c13_44_c13_0755_0001
-9.028 4.208 c13_44_c13_0668_0001
-9.027 6.409 c13_55_c13_0249_0001
-9.027 8.632 c13_44_c13_0916_0001
-9.026 4.443 c13_11_c13_0878_0001
-9.025 4.707 c13_88_c13_1134_0001
-9.025 8.267 c13_88_c13_0113_0001
-9.023 6.151 c13_88_c13_0025_0001
-9.023 7.189 c13_77_c13_0995_0001
-9.022 10.225 c13_55_c13_1160_0001
-9.022 4.582 c13_44_c13_0268_0001
-9.020 3.500 c13_88_c13_0060_0001
-9.020 5.255 c13_22_c13_0852_0001
-9.020 8.736 c13_55_c13_0374_0001
-9.014 10.135 c13_44_c13_0454_0001
-9.013 5.740 c13_77_c13_0797_0001
-9.013 6.452 c13_77_c13_1216_0001
-9.012 7.577 c13_22_c13_0294_0001
-9.011 9.323 c13_55_c13_0167_0001
-9.010 4.735 c13_88_c13_0359_0001
-9.010 8.346 c13_77_c13_0125_0001
-9.009 2.955 c13_88_c13_1020_0001
-9.008 10.123 c13_44_c13_0682_0001
-9.007 8.620 c13_66_c13_0616_0001
-9.006 3.372 c13_33_c13_0435_0001
-9.006 5.558 c13_22_c13_0293_0001
-9.006 9.212 c13_77_c13_1113_0001
-9.005 8.680 c13_11_c13_1215_0001
-9.004 5.043 c13_44_c13_0931_0001
-9.004 6.404 c13_22_c13_0673_0001
-9.004 8.012 c13_44_c13_0635_0001
-9.003 4.839 c13_66_c13_0954_0001
-9.002 2.981 c13_11_c13_0314_0001
-9.000 9.229 c13_33_c13_0723_0001
-8.999 7.010 c13_77_c13_0701_0001
-8.998 9.558 c13_44_c13_0538_0001
-8.996 4.759 c13_55_c13_0710_0001
-8.996 6.262 c13_66_c13_0301_0001
-8.996 6.539 c13_55_c13_1033_0001
-8.995 10.115 c13_44_c13_1048_0001
-8.995 9.433 c13_66_c13_1223_0001
-8.994 6.147 c13_88_c13_0037_0001
-8.994 7.782 c13_11_c13_0202_0001
-8.993 10.737 c13_77_c13_0222_0001
-8.993 9.072 c13_66_c13_0777_0001
-8.991 3.284 c13_88_c13_0224_0001
-8.991 3.711 c13_88_c13_0093_0001
-8.991 7.722 c13_11_c13_0040_0001
-8.990 3.278 c13_66_c13_0580_0001
-8.990 4.812 c13_22_c13_0754_0001
-8.990 9.292 c13_77_c13_0374_0001
-8.989 5.784 c13_77_c13_1181_0001
-8.988 7.704 c13_66_c13_0700_0001
-8.986 2.689 c13_33_c13_0161_0001
-8.986 9.568 c13_44_c13_1127_0001
-8.983 10.217 c13_55_c13_0211_0001
-8.983 5.070 c13_55_c13_0402_0001
-8.983 6.609 c13_66_c13_0359_0001
-8.983 9.154 c13_44_c13_0409_0001
-8.982 10.000 c13_66_c13_0844_0001
-8.982 7.112 c13_55_c13_1196_0001
-8.981 4.211 c13_22_c13_0182_0001
-8.980 4.144 c13_77_c13_0537_0001
-8.979 5.567 c13_66_c13_0307_0001
-8.978 10.000 c13_77_c13_0765_0001
-8.976 4.236 c13_88_c13_0560_0001
-8.975 5.988 c13_11_c13_0800_0001
-8.975 9.673 c13_66_c13_0753_0001
-8.974 9.855 c13_88_c13_0939_0001
-8.973 9.665 c13_44_c13_1164_0001
-8.972 8.799 c13_66_c13_0833_0001
-8.969 9.839 c13_88_c13_0917_0001
-8.966 8.448 c13_44_c13_0309_0001
-8.965 6.802 c13_11_c13_0002_0001
-8.964 5.205 c13_88_c13_0909_0001
-8.964 9.174 c13_55_c13_0404_0001
-8.964 9.551 c13_33_c13_0628_0001
-8.963 9.801 c13_77_c13_0841_0001
-8.961 9.376 c13_55_c13_0875_0001
-8.960 3.790 c13_55_c13_1154_0001
-8.959 3.304 c13_44_c13_1213_0001
-8.959 4.252 c13_22_c13_0756_0001
-8.959 6.248 c13_22_c13_0809_0001
-8.958 4.513 c13_44_c13_0908_0001
-8.958 5.474 c13_88_c13_0925_0001
-8.958 6.270 c13_77_c13_0102_0001
-8.957 5.707 c13_66_c13_1155_0001
-8.957 6.514 c13_88_c13_0590_0001
-8.956 4.619 c13_66_c13_0463_0001
-8.953 10.100 c13_77_c13_0441_0001
-8.953 6.633 c13_77_c13_0967_0001
-8.951 3.541 c13_88_c13_0584_0001
-8.950 5.627 c13_55_c13_0260_0001
-8.950 9.704 c13_44_c13_0799_0001
-8.949 10.083 c13_44_c13_1138_0001
-8.949 10.180 c13_44_c13_0455_0001
-8.949 8.482 c13_77_c13_0761_0001
-8.947 4.557 c13_44_c13_0100_0001
-8.945 11.172 c13_77_c13_0767_0001
