  SEQUENCE:
interface_delta_X ligand_rms_no_super_X description
-14.181 2.799 c18_88_c18_0305_0001
-14.181 3.792 c18_77_c18_0301_0001
-14.179 6.757 c18_33_c18_0075_0001
-14.178 6.690 c18_44_c18_0954_0001
-14.175 7.928 c18_22_c18_0775_0001
-14.170 6.175 c18_33_c18_0790_0001
-14.170 7.181 c18_22_c18_0444_0001
-14.167 2.256 c18_66_c18_0002_0001
-14.162 7.088 c18_44_c18_0446_0001
-14.155 6.116 c18_88_c18_0516_0001
-14.144 6.002 c18_66_c18_1141_0001
-14.141 5.220 c18_22_c18_1187_0001
-14.135 4.265 c18_44_c18_0809_0001
-14.132 2.188 c18_88_c18_0931_0001
-14.132 4.448 c18_55_c18_0910_0001
-14.130 9.673 c18_11_c18_0708_0001
-14.128 4.944 c18_55_c18_0811_0001
-14.119 10.015 c18_44_c18_1008_0001
-14.118 6.673 c18_88_c18_0874_0001
-14.117 3.349 c18_11_c18_0509_0001
-14.115 2.364 c18_88_c18_1006_0001
-14.114 3.915 c18_44_c18_0804_0001
-14.114 5.418 c18_88_c18_0035_0001
-14.114 6.992 c18_88_c18_0115_0001
-14.108 2.289 c18_77_c18_1070_0001
-14.107 9.317 c18_33_c18_0594_0001
-14.106 4.435 c18_11_c18_0396_0001
-14.102 3.907 c18_55_c18_0819_0001
-14.100 7.181 c18_44_c18_0910_0001
-14.099 4.410 c18_88_c18_0587_0001
-14.097 8.152 c18_55_c18_0276_0001
-14.094 4.382 c18_77_c18_0703_0001
-14.093 7.039 c18_66_c18_0891_0001
-14.088 3.109 c18_22_c18_0258_0001
-14.084 8.888 c18_33_c18_0002_0001
-14.080 6.380 c18_77_c18_1087_0001
-14.079 6.061 c18_66_c18_0300_0001
-14.075 3.493 c18_22_c18_1190_0001
-14.072 9.163 c18_77_c18_0278_0001
-14.067 2.409 c18_66_c18_0212_0001
-14.065 5.191 c18_55_c18_0691_0001
-14.058 6.303 c18_55_c18_0687_0001
-14.058 6.920 c18_11_c18_1009_0001
-14.057 7.124 c18_44_c18_0134_0001
-14.055 6.447 c18_44_c18_1014_0001
-14.055 7.397 c18_44_c18_0320_0001
-14.052 10.383 c18_88_c18_0006_0001
-14.052 5.067 c18_22_c18_0761_0001
-14.052 5.424 c18_33_c18_0024_0001
-14.050 7.252 c18_55_c18_0143_0001
-14.042 6.562 c18_33_c18_0344_0001
-14.039 2.591 c18_22_c18_0805_0001
-14.033 4.005 c18_33_c18_0113_0001
-14.033 9.012 c18_22_c18_0007_0001
-14.029 4.579 c18_11_c18_0334_0001
-14.028 4.725 c18_66_c18_0060_0001
-14.027 5.579 c18_11_c18_0968_0001
-14.023 5.263 c18_33_c18_0399_0001
-14.020 7.121 c18_22_c18_0403_0001
-14.014 2.232 c18_11_c18_0599_0001
-14.014 6.504 c18_33_c18_0523_0001
-14.013 4.779 c18_33_c18_0503_0001
-14.012 4.984 c18_55_c18_0555_0001
-14.012 8.704 c18_66_c18_0677_0001
-14.010 7.770 c18_11_c18_0372_0001
-14.007 8.918 c18_33_c18_0423_0001
-14.005 5.340 c18_33_c18_1201_0001
-13.998 4.574 c18_55_c18_0134_0001
-13.998 7.421 c18_22_c18_0950_0001
-13.997 4.305 c18_77_c18_0948_0001
-13.996 6.456 c18_44_c18_0073_0001
-13.995 6.706 c18_44_c18_1067_0001
-13.994 1.504 c18_11_c18_0692_0001
-13.991 3.491 c18_11_c18_0522_0001
-13.991 5.248 c18_11_c18_0249_0001
-13.984 2.872 c18_11_c18_0382_0001
-13.980 5.122 c18_33_c18_0294_0001
-13.969 4.303 c18_77_c18_0030_0001
-13.967 3.555 c18_11_c18_0021_0001
-13.956 9.170 c18_44_c18_0348_0001
-13.952 2.168 c18_55_c18_0551_0001
-13.952 6.913 c18_44_c18_0171_0001
-13.951 1.190 c18_55_c18_0100_0001
-13.945 4.828 c18_33_c18_1226_0001
-13.938 4.040 c18_66_c18_0150_0001
-13.937 4.519 c18_11_c18_0116_0001
-13.934 4.958 c18_55_c18_0794_0001
-13.933 6.352 c18_33_c18_0224_0001
-13.932 6.161 c18_88_c18_0030_0001
-13.931 8.888 c18_55_c18_1168_0001
-13.928 3.463 c18_22_c18_1178_0001
-13.926 4.993 c18_11_c18_0885_0001
-13.925 6.728 c18_44_c18_0887_0001
-13.922 7.851 c18_22_c18_0799_0001
-13.919 6.070 c18_77_c18_1154_0001
-13.918 7.894 c18_22_c18_1171_0001
-13.917 2.308 c18_11_c18_0745_0001
-13.911 7.252 c18_22_c18_1132_0001
-13.910 7.084 c18_44_c18_0881_0001
-13.906 8.854 c18_88_c18_1145_0001
-13.904 2.788 c18_11_c18_0264_0001
-13.903 2.180 c18_88_c18_0512_0001
-13.900 4.477 c18_33_c18_0455_0001
-13.899 1.263 c18_55_c18_0942_0001
-13.899 5.365 c18_55_c18_0365_0001
-13.895 2.218 c18_88_c18_0728_0001
-13.893 9.361 c18_33_c18_0930_0001
-13.889 6.871 c18_22_c18_0369_0001
-13.888 5.966 c18_66_c18_0711_0001
-13.885 1.586 c18_88_c18_0295_0001
-13.883 4.065 c18_44_c18_0429_0001
-13.882 7.544 c18_77_c18_1048_0001
-13.881 8.901 c18_44_c18_0334_0001
-13.880 9.019 c18_33_c18_0521_0001
-13.873 6.826 c18_66_c18_0371_0001
-13.871 5.061 c18_66_c18_0732_0001
-13.869 4.456 c18_55_c18_0532_0001
-13.868 4.707 c18_55_c18_0707_0001
-13.866 9.576 c18_66_c18_0213_0001
-13.863 3.218 c18_11_c18_0281_0001
-13.857 5.822 c18_22_c18_1130_0001
-13.855 6.693 c18_44_c18_0877_0001
-13.855 6.945 c18_11_c18_0635_0001
-13.852 4.417 c18_11_c18_0470_0001
-13.851 6.709 c18_88_c18_0488_0001
-13.850 6.673 c18_55_c18_0284_0001
-13.848 6.152 c18_44_c18_1159_0001
-13.847 4.037 c18_33_c18_0052_0001
-13.847 6.261 c18_88_c18_0362_0001
-13.839 3.483 c18_11_c18_1244_0001
-13.839 6.535 c18_55_c18_0907_0001
-13.837 5.842 c18_55_c18_0805_0001
-13.828 6.600 c18_88_c18_0201_0001
-13.822 1.708 c18_44_c18_0741_0001
-13.822 8.703 c18_55_c18_0091_0001
-13.818 2.819 c18_77_c18_0904_0001
-13.816 9.041 c18_44_c18_1015_0001
-13.811 2.658 c18_11_c18_0723_0001
-13.811 7.135 c18_55_c18_0823_0001
-13.803 6.155 c18_44_c18_0894_0001
-13.802 5.773 c18_66_c18_0267_0001
-13.797 4.694 c18_66_c18_0077_0001
-13.796 9.022 c18_44_c18_0473_0001
-13.795 4.682 c18_66_c18_0166_0001
-13.795 6.647 c18_22_c18_0261_0001
-13.792 6.568 c18_77_c18_0233_0001
-13.791 3.924 c18_11_c18_0974_0001
-13.790 2.010 c18_22_c18_0727_0001
-13.776 4.316 c18_66_c18_0317_0001
-13.774 5.627 c18_66_c18_0825_0001
-13.772 5.244 c18_55_c18_0156_0001
-13.772 7.515 c18_22_c18_0996_0001
-13.771 2.999 c18_11_c18_0246_0001
-13.770 5.109 c18_44_c18_0218_0001
-13.768 7.386 c18_22_c18_0688_0001
-13.763 8.230 c18_22_c18_0319_0001
-13.751 9.001 c18_55_c18_0957_0001
-13.747 4.261 c18_44_c18_0798_0001
-13.747 7.096 c18_66_c18_0760_0001
-13.743 8.896 c18_33_c18_0022_0001
-13.742 2.250 c18_33_c18_1002_0001
-13.741 6.195 c18_77_c18_0360_0001
-13.733 3.465 c18_22_c18_1122_0001
-13.732 3.711 c18_44_c18_0775_0001
-13.730 2.463 c18_44_c18_0328_0001
-13.728 4.392 c18_55_c18_0035_0001
-13.727 6.629 c18_55_c18_1047_0001
-13.726 1.482 c18_55_c18_0017_0001
-13.726 5.055 c18_77_c18_0178_0001
-13.726 6.707 c18_33_c18_1157_0001
-13.722 8.868 c18_44_c18_0836_0001
-13.715 3.815 c18_33_c18_0620_0001
-13.714 6.807 c18_11_c18_0454_0001
-13.712 2.425 c18_22_c18_0270_0001
-13.712 4.545 c18_77_c18_0212_0001
-13.712 5.576 c18_33_c18_0769_0001
-13.711 8.629 c18_77_c18_1168_0001
-13.710 6.269 c18_77_c18_1237_0001
-13.709 5.463 c18_22_c18_0054_0001
-13.709 6.618 c18_44_c18_0604_0001
-13.709 7.129 c18_88_c18_0064_0001
-13.705 9.354 c18_88_c18_0319_0001
-13.702 7.429 c18_44_c18_0287_0001
-13.697 7.000 c18_44_c18_0237_0001
-13.695 8.831 c18_44_c18_0157_0001
-13.694 7.102 c18_88_c18_0424_0001
-13.693 6.909 c18_66_c18_0340_0001
-13.693 8.287 c18_33_c18_0582_0001
-13.692 8.360 c18_66_c18_0039_0001
-13.691 5.918 c18_77_c18_0367_0001
-13.689 3.544 c18_11_c18_0965_0001
-13.689 8.804 c18_66_c18_0473_0001
-13.679 3.939 c18_11_c18_0720_0001
-13.678 5.249 c18_44_c18_0985_0001
-13.678 5.505 c18_77_c18_0819_0001
-13.677 5.396 c18_44_c18_0002_0001
-13.675 8.316 c18_11_c18_0611_0001
-13.674 9.485 c18_88_c18_0993_0001
-13.664 2.696 c18_66_c18_0414_0001
-13.662 3.751 c18_11_c18_0792_0001
-13.662 9.407 c18_44_c18_0286_0001
-13.659 7.340 c18_22_c18_0230_0001
-13.658 6.605 c18_88_c18_0536_0001
-13.653 8.524 c18_66_c18_0641_0001
-13.649 5.403 c18_44_c18_1187_0001
-13.649 7.026 c18_33_c18_0192_0001
-13.648 8.841 c18_44_c18_0098_0001
-13.645 1.727 c18_11_c18_0147_0001
-13.640 6.122 c18_66_c18_0915_0001
-13.637 5.239 c18_44_c18_0210_0001
-13.636 8.981 c18_66_c18_0749_0001
-13.632 3.283 c18_22_c18_0537_0001
-13.631 5.770 c18_22_c18_0289_0001
-13.627 6.447 c18_66_c18_0936_0001
-13.626 2.406 c18_55_c18_0791_0001
-13.621 4.452 c18_11_c18_0991_0001
-13.619 5.518 c18_44_c18_0312_0001
-13.617 2.533 c18_88_c18_0829_0001
-13.616 6.934 c18_22_c18_0919_0001
-13.615 3.739 c18_22_c18_0548_0001
-13.613 3.384 c18_22_c18_0673_0001
-13.611 9.087 c18_44_c18_0022_0001
-13.609 3.649 c18_55_c18_0661_0001
-13.608 4.427 c18_55_c18_0576_0001
-13.606 10.249 c18_11_c18_0299_0001
-13.605 6.725 c18_44_c18_0947_0001
-13.598 6.681 c18_88_c18_0496_0001
-13.596 3.854 c18_33_c18_0290_0001
-13.592 6.373 c18_88_c18_1181_0001
-13.588 4.381 c18_33_c18_0151_0001
-13.586 6.451 c18_66_c18_0524_0001
-13.583 2.453 c18_33_c18_1192_0001
-13.583 3.718 c18_44_c18_0474_0001
-13.583 4.977 c18_22_c18_0517_0001
-13.580 2.741 c18_22_c18_0998_0001
-13.574 6.818 c18_22_c18_0295_0001
-13.572 10.253 c18_33_c18_0456_0001
-13.571 8.879 c18_44_c18_0163_0001
-13.570 2.323 c18_88_c18_0610_0001
-13.568 7.663 c18_11_c18_0603_0001
-13.566 3.734 c18_55_c18_1000_0001
-13.563 9.508 c18_33_c18_0663_0001
-13.562 8.087 c18_55_c18_0933_0001
-13.562 9.386 c18_66_c18_0900_0001
-13.553 7.169 c18_33_c18_0635_0001
-13.552 8.856 c18_77_c18_0496_0001
-13.550 4.427 c18_77_c18_0643_0001
-13.550 5.049 c18_66_c18_0164_0001
-13.547 6.815 c18_66_c18_0909_0001
-13.546 3.666 c18_44_c18_0517_0001
-13.546 5.551 c18_77_c18_0552_0001
-13.545 1.768 c18_77_c18_0861_0001
-13.545 9.205 c18_33_c18_1189_0001
-13.544 4.970 c18_11_c18_0166_0001
-13.544 7.478 c18_11_c18_0330_0001
-13.543 5.358 c18_44_c18_0651_0001
-13.535 4.998 c18_33_c18_0346_0001
-13.534 4.727 c18_77_c18_0782_0001
-13.533 8.930 c18_33_c18_0094_0001
-13.529 5.671 c18_66_c18_0152_0001
-13.526 6.780 c18_33_c18_0329_0001
-13.524 9.470 c18_33_c18_1212_0001
-13.522 7.634 c18_44_c18_0345_0001
-13.519 6.738 c18_77_c18_1146_0001
-13.517 2.326 c18_11_c18_0640_0001
-13.517 6.565 c18_66_c18_0320_0001
-13.516 2.849 c18_66_c18_0729_0001
-13.515 4.072 c18_55_c18_0727_0001
-13.514 4.889 c18_11_c18_0413_0001
-13.510 3.839 c18_22_c18_0008_0001
-13.508 2.910 c18_88_c18_0947_0001
-13.508 9.392 c18_33_c18_1182_0001
-13.506 1.877 c18_77_c18_0952_0001
-13.503 5.387 c18_44_c18_0152_0001
-13.502 3.700 c18_11_c18_1070_0001
-13.502 6.610 c18_33_c18_0025_0001
-13.501 4.500 c18_44_c18_1025_0001
-13.499 4.936 c18_11_c18_0137_0001
-13.497 9.000 c18_55_c18_0090_0001
-13.496 5.003 c18_33_c18_0520_0001
-13.495 7.036 c18_88_c18_1250_0001
-13.489 9.009 c18_55_c18_0581_0001
-13.485 1.762 c18_33_c18_0236_0001
-13.483 2.522 c18_22_c18_0527_0001
-13.481 4.452 c18_88_c18_0468_0001
-13.479 4.421 c18_55_c18_0426_0001
-13.477 5.331 c18_66_c18_0835_0001
-13.475 8.669 c18_33_c18_0764_0001
-13.473 5.144 c18_44_c18_0468_0001
-13.470 3.283 c18_22_c18_0953_0001
-13.469 2.677 c18_33_c18_0501_0001
-13.466 2.770 c18_55_c18_0187_0001
-13.464 10.007 c18_44_c18_0675_0001
-13.464 4.923 c18_66_c18_0584_0001
-13.462 2.305 c18_88_c18_0846_0001
-13.459 8.681 c18_66_c18_0015_0001
-13.458 3.575 c18_11_c18_0972_0001
-13.455 7.015 c18_22_c18_1198_0001
-13.454 6.663 c18_66_c18_1101_0001
-13.448 7.233 c18_66_c18_1148_0001
-13.446 4.120 c18_11_c18_1229_0001
-13.442 7.200 c18_88_c18_1104_0001
-13.440 5.154 c18_77_c18_0109_0001
-13.440 5.406 c18_33_c18_0915_0001
-13.437 8.479 c18_55_c18_0011_0001
-13.436 2.587 c18_66_c18_0526_0001
-13.435 6.691 c18_44_c18_0656_0001
-13.435 8.898 c18_55_c18_1230_0001
-13.431 3.742 c18_44_c18_0740_0001
-13.429 6.271 c18_77_c18_0533_0001
-13.429 6.467 c18_88_c18_1025_0001
-13.426 4.938 c18_11_c18_0105_0001
-13.425 8.869 c18_77_c18_0591_0001
-13.419 4.461 c18_55_c18_0854_0001
-13.417 7.141 c18_55_c18_1160_0001
-13.417 8.995 c18_66_c18_0378_0001
-13.415 7.882 c18_77_c18_0247_0001
-13.413 3.120 c18_88_c18_0753_0001
-13.409 2.769 c18_11_c18_0079_0001
-13.405 9.804 c18_77_c18_1063_0001
-13.404 5.263 c18_44_c18_0260_0001
-13.403 3.831 c18_33_c18_1132_0001
-13.402 4.926 c18_11_c18_1047_0001
-13.402 7.701 c18_33_c18_0849_0001
-13.401 10.120 c18_44_c18_0097_0001
-13.397 2.320 c18_33_c18_0572_0001
-13.397 6.662 c18_77_c18_0046_0001
-13.395 2.252 c18_33_c18_0203_0001
-13.389 6.481 c18_11_c18_0967_0001
-13.388 4.162 c18_55_c18_1145_0001
-13.386 3.482 c18_77_c18_0299_0001
-13.385 7.562 c18_33_c18_0537_0001
-13.381 2.418 c18_22_c18_1050_0001
-13.375 5.464 c18_33_c18_1034_0001
-13.374 10.160 c18_55_c18_0938_0001
-13.374 4.637 c18_55_c18_0996_0001
-13.370 4.429 c18_77_c18_0764_0001
-13.369 8.759 c18_55_c18_1250_0001
-13.364 5.889 c18_77_c18_1138_0001
-13.363 4.538 c18_11_c18_0587_0001
-13.358 3.798 c18_11_c18_0970_0001
-13.357 8.052 c18_88_c18_0007_0001
-13.356 2.700 c18_88_c18_1088_0001
-13.354 5.480 c18_77_c18_0029_0001
-13.353 8.579 c18_44_c18_1198_0001
-13.350 10.231 c18_88_c18_1189_0001
-13.350 7.393 c18_22_c18_1120_0001
-13.350 9.244 c18_66_c18_1151_0001
-13.347 3.850 c18_44_c18_0093_0001
-13.344 4.890 c18_44_c18_0272_0001
-13.341 4.482 c18_11_c18_0236_0001
-13.341 6.733 c18_77_c18_1023_0001
-13.340 9.893 c18_44_c18_0505_0001
-13.338 1.848 c18_88_c18_0936_0001
-13.338 5.476 c18_33_c18_0507_0001
-13.338 6.186 c18_11_c18_0668_0001
-13.335 9.264 c18_55_c18_0406_0001
-13.329 4.848 c18_11_c18_0011_0001
-13.328 6.249 c18_66_c18_0982_0001
-13.328 7.453 c18_55_c18_0286_0001
-13.325 5.494 c18_11_c18_0949_0001
-13.322 8.867 c18_44_c18_0362_0001
-13.321 1.397 c18_55_c18_0449_0001
-13.317 3.764 c18_44_c18_0991_0001
-13.317 4.930 c18_44_c18_0849_0001
-13.313 6.852 c18_22_c18_0504_0001
-13.312 7.203 c18_88_c18_0567_0001
-13.309 2.917 c18_44_c18_0657_0001
-13.309 6.505 c18_77_c18_0842_0001
-13.309 6.684 c18_33_c18_0312_0001
-13.308 2.621 c18_22_c18_0162_0001
-13.300 5.696 c18_66_c18_0892_0001
-13.299 2.849 c18_22_c18_1005_0001
-13.299 7.538 c18_33_c18_1222_0001
-13.298 3.763 c18_22_c18_1119_0001
-13.290 3.188 c18_77_c18_0002_0001
-13.290 4.926 c18_44_c18_1147_0001
-13.290 6.317 c18_33_c18_0138_0001
-13.289 8.909 c18_22_c18_0095_0001
-13.284 7.115 c18_33_c18_1082_0001
-13.284 9.220 c18_55_c18_0887_0001
-13.283 10.070 c18_44_c18_0116_0001
-13.283 7.244 c18_55_c18_1130_0001
-13.282 4.435 c18_11_c18_0754_0001
-13.282 7.608 c18_44_c18_0170_0001
-13.279 2.045 c18_33_c18_0655_0001
-13.278 8.503 c18_66_c18_0016_0001
-13.277 4.271 c18_55_c18_0351_0001
-13.277 6.137 c18_88_c18_0225_0001
-13.272 2.341 c18_55_c18_0899_0001
-13.271 2.542 c18_22_c18_0275_0001
-13.269 3.199 c18_33_c18_0090_0001
-13.269 3.999 c18_22_c18_0875_0001
-13.267 7.232 c18_33_c18_0846_0001
-13.265 3.429 c18_22_c18_0564_0001
-13.259 10.165 c18_88_c18_0401_0001
-13.256 6.536 c18_22_c18_0220_0001
-13.254 7.349 c18_66_c18_0654_0001
-13.253 2.592 c18_44_c18_0623_0001
-13.251 4.470 c18_88_c18_0254_0001
-13.242 8.847 c18_44_c18_0654_0001
-13.240 6.073 c18_11_c18_1202_0001
-13.234 7.016 c18_55_c18_0375_0001
-13.234 8.180 c18_44_c18_0342_0001
-13.234 8.637 c18_55_c18_0815_0001
-13.233 2.218 c18_11_c18_0441_0001
-13.232 6.303 c18_33_c18_0847_0001
-13.230 4.444 c18_11_c18_1060_0001
-13.228 2.941 c18_33_c18_0066_0001
-13.227 10.768 c18_22_c18_0870_0001
-13.227 6.948 c18_77_c18_0921_0001
-13.227 8.893 c18_44_c18_0102_0001
-13.219 1.994 c18_11_c18_0052_0001
-13.219 3.551 c18_44_c18_0906_0001
-13.217 4.379 c18_66_c18_0844_0001
-13.217 5.248 c18_77_c18_0149_0001
-13.214 6.432 c18_88_c18_1144_0001
-13.212 2.083 c18_88_c18_0663_0001
-13.211 4.222 c18_33_c18_0784_0001
-13.210 2.964 c18_66_c18_0693_0001
-13.205 2.805 c18_22_c18_0539_0001
-13.205 6.491 c18_77_c18_0340_0001
-13.205 6.721 c18_55_c18_0291_0001
-13.204 9.558 c18_55_c18_1170_0001
-13.202 5.096 c18_55_c18_0531_0001
-13.191 3.548 c18_11_c18_0793_0001
-13.188 2.112 c18_44_c18_0459_0001
-13.187 5.059 c18_55_c18_0953_0001
-13.184 4.658 c18_66_c18_0974_0001
-13.176 4.838 c18_44_c18_0676_0001
-13.170 2.490 c18_88_c18_0818_0001
-13.170 4.504 c18_22_c18_0533_0001
-13.167 1.401 c18_11_c18_0607_0001
-13.167 8.834 c18_55_c18_1121_0001
-13.163 8.820 c18_33_c18_1058_0001
-13.162 3.449 c18_22_c18_0181_0001
-13.162 9.491 c18_55_c18_1110_0001
-13.161 5.263 c18_55_c18_0344_0001
-13.161 6.597 c18_11_c18_0328_0001
-13.158 8.887 c18_77_c18_0598_0001
-13.156 4.807 c18_11_c18_0384_0001
-13.154 6.544 c18_22_c18_0642_0001
-13.148 8.830 c18_55_c18_0363_0001
-13.147 9.089 c18_44_c18_0275_0001
-13.146 4.675 c18_77_c18_0413_0001
-13.144 10.184 c18_44_c18_0249_0001
-13.141 7.242 c18_88_c18_0670_0001
-13.139 6.814 c18_66_c18_0021_0001
-13.137 4.607 c18_11_c18_0647_0001
-13.137 4.945 c18_33_c18_0525_0001
-13.136 4.180 c18_22_c18_0690_0001
-13.135 2.598 c18_33_c18_0434_0001
-13.131 6.542 c18_66_c18_1114_0001
-13.127 6.380 c18_77_c18_0908_0001
-13.125 1.897 c18_88_c18_0915_0001
-13.124 8.171 c18_11_c18_1120_0001
-13.124 8.788 c18_22_c18_1142_0001
-13.124 8.961 c18_22_c18_0558_0001
-13.124 9.996 c18_77_c18_0626_0001
-13.123 3.494 c18_77_c18_0953_0001
-13.118 7.112 c18_55_c18_0726_0001
-13.117 6.563 c18_11_c18_0107_0001
-13.115 4.441 c18_22_c18_0330_0001
-13.113 8.725 c18_55_c18_1231_0001
-13.112 4.067 c18_33_c18_0967_0001
-13.112 4.491 c18_66_c18_0865_0001
-13.111 7.697 c18_22_c18_0787_0001
-13.108 5.430 c18_44_c18_0096_0001
-13.106 10.207 c18_77_c18_1226_0001
-13.104 8.860 c18_55_c18_1002_0001
-13.102 8.989 c18_66_c18_0838_0001
-13.100 4.206 c18_33_c18_0091_0001
-13.098 8.820 c18_88_c18_1024_0001
-13.094 6.183 c18_77_c18_0569_0001
-13.091 5.421 c18_55_c18_0261_0001
-13.091 7.556 c18_44_c18_0978_0001
-13.089 4.866 c18_33_c18_0681_0001
-13.087 6.905 c18_11_c18_1231_0001
-13.085 1.475 c18_88_c18_0983_0001
-13.085 4.618 c18_66_c18_0949_0001
-13.084 8.852 c18_44_c18_0861_0001
-13.079 4.537 c18_11_c18_0906_0001
-13.079 6.857 c18_22_c18_0725_0001
-13.079 9.497 c18_66_c18_0529_0001
-13.078 6.394 c18_44_c18_0578_0001
-13.075 3.142 c18_11_c18_1142_0001
-13.072 9.573 c18_66_c18_1119_0001
-13.070 4.369 c18_11_c18_0279_0001
-13.070 5.314 c18_11_c18_0803_0001
-13.069 2.070 c18_22_c18_1168_0001
-13.068 6.387 c18_22_c18_0545_0001
-13.067 8.633 c18_55_c18_0705_0001
-13.065 2.742 c18_11_c18_0289_0001
-13.065 5.002 c18_66_c18_0192_0001
-13.064 1.454 c18_88_c18_0764_0001
-13.062 8.581 c18_22_c18_0676_0001
-13.058 6.214 c18_44_c18_0080_0001
-13.056 2.037 c18_88_c18_0062_0001
-13.054 2.532 c18_11_c18_0619_0001
-13.052 10.167 c18_77_c18_0536_0001
-13.052 6.960 c18_44_c18_0028_0001
-13.052 8.566 c18_55_c18_0161_0001
-13.051 2.364 c18_33_c18_0741_0001
-13.049 3.521 c18_33_c18_0437_0001
-13.047 3.719 c18_55_c18_1046_0001
-13.047 6.171 c18_88_c18_0520_0001
-13.046 4.702 c18_55_c18_0381_0001
-13.046 7.415 c18_11_c18_0688_0001
-13.041 6.220 c18_88_c18_0165_0001
-13.040 5.319 c18_77_c18_0514_0001
-13.039 4.785 c18_44_c18_0628_0001
-13.038 8.955 c18_66_c18_0722_0001
-13.037 5.583 c18_88_c18_1038_0001
-13.034 7.289 c18_22_c18_0914_0001
-13.031 9.087 c18_44_c18_0829_0001
-13.029 7.000 c18_33_c18_1206_0001
-13.028 10.065 c18_33_c18_0809_0001
-13.028 2.943 c18_66_c18_0261_0001
-13.027 4.458 c18_22_c18_0147_0001
-13.026 6.455 c18_11_c18_0178_0001
-13.024 2.139 c18_33_c18_0099_0001
-13.023 4.249 c18_44_c18_0774_0001
-13.023 7.748 c18_66_c18_0448_0001
-13.022 6.726 c18_44_c18_0226_0001
-13.022 8.351 c18_77_c18_0005_0001
-13.020 7.321 c18_88_c18_0650_0001
-13.019 4.715 c18_11_c18_0003_0001
-13.010 4.493 c18_33_c18_0376_0001
-13.010 6.924 c18_11_c18_0406_0001
-13.009 2.893 c18_55_c18_1165_0001
-13.006 7.176 c18_88_c18_1084_0001
-13.006 7.500 c18_77_c18_0487_0001
-13.002 6.859 c18_33_c18_0584_0001
-12.997 5.818 c18_88_c18_0356_0001
-12.997 8.651 c18_33_c18_0947_0001
-12.997 9.294 c18_88_c18_1106_0001
-12.996 3.518 c18_66_c18_1061_0001
-12.995 7.847 c18_88_c18_0790_0001
-12.994 7.134 c18_44_c18_0513_0001
-12.992 8.394 c18_44_c18_0848_0001
-12.990 7.721 c18_66_c18_0568_0001
-12.988 2.913 c18_22_c18_0144_0001
-12.987 4.047 c18_66_c18_0288_0001
-12.987 6.578 c18_88_c18_0350_0001
-12.986 7.364 c18_33_c18_0535_0001
-12.985 3.356 c18_33_c18_1116_0001
-12.985 4.479 c18_11_c18_0012_0001
-12.984 7.505 c18_44_c18_1142_0001
-12.981 8.081 c18_33_c18_0333_0001
-12.977 9.305 c18_33_c18_0367_0001
-12.976 10.580 c18_88_c18_0518_0001
-12.973 6.732 c18_44_c18_0739_0001
-12.971 3.538 c18_11_c18_0176_0001
-12.966 9.328 c18_77_c18_0234_0001
-12.964 1.685 c18_33_c18_0513_0001
-12.962 6.974 c18_33_c18_0550_0001
-12.957 7.208 c18_22_c18_0685_0001
-12.955 9.220 c18_55_c18_0592_0001
-12.953 8.969 c18_22_c18_0868_0001
-12.952 5.460 c18_44_c18_0168_0001
-12.952 5.759 c18_55_c18_0566_0001
-12.951 10.376 c18_77_c18_0173_0001
-12.951 3.245 c18_66_c18_0808_0001
-12.951 8.873 c18_11_c18_0578_0001
-12.947 6.855 c18_88_c18_0849_0001
-12.945 6.704 c18_55_c18_0347_0001
-12.941 5.439 c18_44_c18_0483_0001
-12.938 6.879 c18_44_c18_0092_0001
-12.936 3.773 c18_55_c18_0574_0001
-12.936 7.469 c18_44_c18_0737_0001
-12.935 4.581 c18_44_c18_0939_0001
-12.929 6.658 c18_44_c18_0551_0001
-12.928 7.439 c18_22_c18_0732_0001
-12.925 8.734 c18_66_c18_0679_0001
-12.924 3.045 c18_55_c18_0491_0001
-12.921 4.136 c18_44_c18_0008_0001
-12.920 3.583 c18_33_c18_1077_0001
-12.919 1.317 c18_44_c18_0381_0001
-12.912 6.040 c18_66_c18_0576_0001
-12.912 8.601 c18_44_c18_0620_0001
-12.910 8.970 c18_44_c18_1244_0001
-12.906 2.631 c18_22_c18_0560_0001
-12.906 8.508 c18_22_c18_0576_0001
-12.906 9.769 c18_77_c18_0311_0001
-12.902 7.846 c18_88_c18_0806_0001
-12.901 6.589 c18_33_c18_0665_0001
-12.897 6.807 c18_22_c18_0740_0001
-12.894 5.144 c18_33_c18_0610_0001
-12.893 8.930 c18_66_c18_1137_0001
-12.892 5.828 c18_66_c18_0972_0001
-12.892 7.830 c18_55_c18_0178_0001
-12.892 9.996 c18_11_c18_0816_0001
-12.891 6.777 c18_33_c18_0205_0001
-12.889 4.443 c18_55_c18_1202_0001
-12.886 10.104 c18_77_c18_1036_0001
-12.886 4.943 c18_55_c18_1118_0001
-12.882 2.385 c18_77_c18_1024_0001
-12.882 5.624 c18_33_c18_0545_0001
-12.879 3.506 c18_22_c18_0619_0001
-12.879 3.730 c18_55_c18_1143_0001
-12.879 3.845 c18_44_c18_0452_0001
-12.879 6.956 c18_11_c18_0016_0001
-12.878 4.554 c18_77_c18_0270_0001
-12.876 3.017 c18_44_c18_0311_0001
-12.872 6.535 c18_33_c18_0165_0001
-12.870 9.159 c18_33_c18_0889_0001
-12.869 9.566 c18_33_c18_1023_0001
