  SEQUENCE:
interface_delta_X ligand_rms_no_super_X description
-8.583 2.998 c18_11_c18_0473_0001
-8.583 3.955 c18_66_c18_0575_0001
-8.583 3.967 c18_11_c18_0679_0001
-8.582 4.891 c18_55_c18_1014_0001
-8.581 4.518 c18_55_c18_0073_0001
-8.580 4.733 c18_11_c18_0775_0001
-8.579 8.971 c18_44_c18_1234_0001
-8.578 9.119 c18_33_c18_0712_0001
-8.577 6.687 c18_77_c18_0048_0001
-8.571 10.587 c18_22_c18_1179_0001
-8.571 5.946 c18_33_c18_0266_0001
-8.570 4.592 c18_44_c18_1046_0001
-8.569 2.533 c18_22_c18_0684_0001
-8.568 3.081 c18_88_c18_1156_0001
-8.568 7.690 c18_55_c18_0773_0001
-8.567 9.401 c18_11_c18_0999_0001
-8.566 5.970 c18_11_c18_0532_0001
-8.564 3.990 c18_77_c18_0437_0001
-8.564 6.641 c18_77_c18_0287_0001
-8.564 9.757 c18_55_c18_1122_0001
-8.560 8.495 c18_77_c18_0486_0001
-8.557 10.202 c18_11_c18_0335_0001
-8.557 7.434 c18_77_c18_0423_0001
-8.555 5.235 c18_55_c18_0392_0001
-8.554 5.846 c18_44_c18_0925_0001
-8.554 5.859 c18_77_c18_0170_0001
-8.554 6.621 c18_44_c18_0357_0001
-8.552 4.671 c18_55_c18_0018_0001
-8.552 7.466 c18_66_c18_0511_0001
-8.552 8.519 c18_77_c18_0562_0001
-8.551 4.849 c18_44_c18_0702_0001
-8.551 4.879 c18_44_c18_0427_0001
-8.551 8.749 c18_33_c18_0393_0001
-8.551 9.283 c18_66_c18_0920_0001
-8.550 9.416 c18_44_c18_0646_0001
-8.549 4.823 c18_66_c18_1027_0001
-8.549 8.588 c18_11_c18_0935_0001
-8.548 4.871 c18_44_c18_0802_0001
-8.547 6.965 c18_66_c18_1199_0001
-8.543 6.696 c18_55_c18_0326_0001
-8.542 5.076 c18_88_c18_0628_0001
-8.542 7.188 c18_22_c18_1224_0001
-8.541 5.445 c18_55_c18_1022_0001
-8.541 7.925 c18_11_c18_0219_0001
-8.541 9.890 c18_11_c18_1211_0001
-8.540 5.682 c18_66_c18_0882_0001
-8.539 9.378 c18_11_c18_0253_0001
-8.537 8.082 c18_77_c18_1171_0001
-8.535 7.076 c18_55_c18_1132_0001
-8.534 6.073 c18_66_c18_1243_0001
-8.534 8.767 c18_66_c18_0356_0001
-8.533 4.567 c18_88_c18_1052_0001
-8.533 8.281 c18_88_c18_1227_0001
-8.532 8.542 c18_22_c18_0991_0001
-8.530 4.463 c18_55_c18_0372_0001
-8.530 4.604 c18_44_c18_0419_0001
-8.529 4.870 c18_44_c18_0727_0001
-8.529 5.006 c18_22_c18_0832_0001
-8.529 5.612 c18_77_c18_0851_0001
-8.528 5.410 c18_22_c18_0823_0001
-8.526 5.198 c18_11_c18_1226_0001
-8.526 5.382 c18_22_c18_0434_0001
-8.525 4.612 c18_22_c18_0350_0001
-8.525 7.989 c18_88_c18_0183_0001
-8.524 5.303 c18_44_c18_0718_0001
-8.524 9.261 c18_77_c18_0191_0001
-8.523 10.184 c18_44_c18_0294_0001
-8.522 6.982 c18_11_c18_0349_0001
-8.521 5.343 c18_11_c18_0997_0001
-8.519 4.745 c18_11_c18_1238_0001
-8.518 6.548 c18_55_c18_1045_0001
-8.517 6.035 c18_66_c18_0775_0001
-8.515 6.824 c18_33_c18_0963_0001
-8.512 3.720 c18_66_c18_0132_0001
-8.512 6.205 c18_55_c18_0601_0001
-8.512 8.999 c18_11_c18_0305_0001
-8.512 9.176 c18_77_c18_0976_0001
-8.511 7.815 c18_88_c18_0037_0001
-8.511 8.314 c18_11_c18_0018_0001
-8.511 9.786 c18_77_c18_1044_0001
-8.510 10.267 c18_33_c18_0436_0001
-8.510 7.562 c18_66_c18_0955_0001
-8.506 10.005 c18_22_c18_0604_0001
-8.505 5.402 c18_88_c18_0203_0001
-8.505 5.718 c18_22_c18_1183_0001
-8.502 6.469 c18_22_c18_0720_0001
-8.500 4.687 c18_77_c18_1149_0001
-8.500 9.470 c18_88_c18_0730_0001
-8.499 7.251 c18_66_c18_0951_0001
-8.499 7.717 c18_11_c18_1020_0001
-8.499 9.006 c18_22_c18_0908_0001
-8.497 4.943 c18_77_c18_0532_0001
-8.497 6.309 c18_55_c18_0935_0001
-8.496 10.058 c18_11_c18_0902_0001
-8.496 5.137 c18_55_c18_1016_0001
-8.496 6.239 c18_66_c18_0742_0001
-8.496 9.572 c18_55_c18_0202_0001
-8.495 8.956 c18_55_c18_0670_0001
-8.494 10.335 c18_66_c18_1152_0001
-8.494 4.986 c18_33_c18_0457_0001
-8.493 3.021 c18_22_c18_1093_0001
-8.493 8.049 c18_11_c18_1131_0001
-8.493 8.636 c18_22_c18_0382_0001
-8.491 9.382 c18_22_c18_0793_0001
-8.491 9.539 c18_11_c18_0450_0001
-8.490 8.195 c18_88_c18_0275_0001
-8.490 8.356 c18_22_c18_0235_0001
-8.489 9.210 c18_77_c18_0584_0001
-8.488 7.109 c18_55_c18_0192_0001
-8.486 8.170 c18_33_c18_0554_0001
-8.485 6.211 c18_33_c18_0976_0001
-8.485 8.828 c18_88_c18_0626_0001
-8.484 4.756 c18_55_c18_0171_0001
-8.482 5.020 c18_77_c18_1081_0001
-8.482 7.950 c18_77_c18_0650_0001
-8.481 6.218 c18_11_c18_0914_0001
-8.481 9.746 c18_11_c18_0750_0001
-8.479 8.528 c18_44_c18_0556_0001
-8.479 9.044 c18_11_c18_0521_0001
-8.478 3.526 c18_11_c18_0721_0001
-8.477 4.628 c18_11_c18_0613_0001
-8.477 4.926 c18_55_c18_0844_0001
-8.477 9.316 c18_44_c18_0830_0001
-8.476 6.753 c18_88_c18_0848_0001
-8.473 8.140 c18_66_c18_0650_0001
-8.473 9.126 c18_11_c18_1012_0001
-8.472 3.394 c18_22_c18_0948_0001
-8.470 9.017 c18_66_c18_0246_0001
-8.470 9.166 c18_66_c18_0498_0001
-8.469 9.495 c18_44_c18_0017_0001
-8.468 4.585 c18_55_c18_0321_0001
-8.465 6.211 c18_66_c18_0667_0001
-8.462 9.535 c18_44_c18_1165_0001
-8.461 7.106 c18_77_c18_0817_0001
-8.461 9.018 c18_66_c18_0240_0001
-8.460 4.946 c18_77_c18_0507_0001
-8.460 5.788 c18_88_c18_0454_0001
-8.460 6.743 c18_77_c18_0565_0001
-8.459 9.489 c18_77_c18_0605_0001
-8.457 7.261 c18_77_c18_0501_0001
-8.457 9.988 c18_22_c18_0335_0001
-8.453 4.126 c18_88_c18_0989_0001
-8.453 9.066 c18_55_c18_0281_0001
-8.452 9.345 c18_44_c18_1133_0001
-8.450 5.313 c18_88_c18_0235_0001
-8.450 6.210 c18_11_c18_0918_0001
-8.450 8.449 c18_77_c18_0100_0001
-8.449 9.198 c18_77_c18_0793_0001
-8.448 6.138 c18_77_c18_0484_0001
-8.447 6.358 c18_66_c18_0616_0001
-8.447 6.953 c18_77_c18_0902_0001
-8.445 4.434 c18_33_c18_0105_0001
-8.445 5.167 c18_44_c18_0165_0001
-8.445 8.218 c18_77_c18_0775_0001
-8.443 4.948 c18_11_c18_0789_0001
-8.443 8.631 c18_11_c18_1234_0001
-8.441 5.045 c18_66_c18_0933_0001
-8.441 5.732 c18_33_c18_0917_0001
-8.440 4.754 c18_33_c18_0208_0001
-8.440 4.761 c18_33_c18_0257_0001
-8.440 5.507 c18_33_c18_1141_0001
-8.440 9.507 c18_77_c18_0392_0001
-8.439 5.426 c18_55_c18_0461_0001
-8.439 6.392 c18_22_c18_0712_0001
-8.437 5.746 c18_66_c18_0753_0001
-8.437 5.879 c18_88_c18_0713_0001
-8.433 8.742 c18_11_c18_0771_0001
-8.433 9.034 c18_44_c18_0229_0001
-8.431 9.471 c18_77_c18_1057_0001
-8.430 3.658 c18_77_c18_0602_0001
-8.430 4.951 c18_77_c18_0272_0001
-8.429 9.074 c18_55_c18_0359_0001
-8.428 9.608 c18_22_c18_1195_0001
-8.427 8.849 c18_11_c18_0459_0001
-8.427 9.119 c18_33_c18_1138_0001
-8.426 9.269 c18_44_c18_0316_0001
-8.425 4.522 c18_44_c18_1174_0001
-8.425 5.549 c18_22_c18_0614_0001
-8.425 7.302 c18_33_c18_0957_0001
-8.424 8.611 c18_11_c18_1015_0001
-8.421 9.153 c18_77_c18_0557_0001
-8.419 10.450 c18_88_c18_0883_0001
-8.419 4.521 c18_33_c18_1048_0001
-8.418 5.621 c18_77_c18_0818_0001
-8.418 8.799 c18_11_c18_0403_0001
-8.417 8.375 c18_22_c18_0447_0001
-8.416 8.593 c18_88_c18_0344_0001
-8.416 9.353 c18_33_c18_0812_0001
-8.415 10.618 c18_22_c18_1113_0001
-8.414 4.682 c18_33_c18_0263_0001
-8.414 4.802 c18_33_c18_0890_0001
-8.414 5.381 c18_77_c18_0717_0001
-8.414 9.985 c18_44_c18_0873_0001
-8.413 5.246 c18_88_c18_0758_0001
-8.413 5.315 c18_66_c18_1121_0001
-8.413 9.419 c18_44_c18_1195_0001
-8.412 3.137 c18_77_c18_1108_0001
-8.410 12.358 c18_22_c18_0420_0001
-8.410 6.119 c18_22_c18_0480_0001
-8.410 6.824 c18_22_c18_0467_0001
-8.410 9.588 c18_77_c18_0483_0001
-8.409 4.917 c18_44_c18_0805_0001
-8.408 5.746 c18_77_c18_0008_0001
-8.408 7.764 c18_11_c18_0979_0001
-8.407 5.791 c18_88_c18_0968_0001
-8.405 5.196 c18_44_c18_0021_0001
-8.405 8.913 c18_33_c18_0220_0001
-8.404 4.424 c18_88_c18_0150_0001
-8.404 9.215 c18_22_c18_1049_0001
-8.403 4.987 c18_55_c18_0857_0001
-8.401 7.663 c18_11_c18_0681_0001
-8.401 9.178 c18_11_c18_1113_0001
-8.400 4.871 c18_77_c18_0620_0001
-8.399 5.551 c18_88_c18_0366_0001
-8.398 5.226 c18_44_c18_0983_0001
-8.398 5.674 c18_44_c18_0154_0001
-8.397 8.690 c18_33_c18_0832_0001
-8.396 6.446 c18_22_c18_1133_0001
-8.393 7.354 c18_44_c18_0625_0001
-8.391 4.975 c18_33_c18_0341_0001
-8.391 9.463 c18_22_c18_0111_0001
-8.390 10.175 c18_22_c18_0422_0001
-8.389 5.558 c18_66_c18_0283_0001
-8.388 4.823 c18_88_c18_0043_0001
-8.387 9.513 c18_33_c18_0152_0001
-8.385 4.856 c18_55_c18_1112_0001
-8.385 4.975 c18_77_c18_0910_0001
-8.383 4.947 c18_77_c18_0589_0001
-8.381 6.740 c18_77_c18_0072_0001
-8.381 8.748 c18_88_c18_0985_0001
-8.379 5.841 c18_22_c18_0268_0001
-8.379 6.517 c18_66_c18_0599_0001
-8.378 9.075 c18_55_c18_0879_0001
-8.377 5.183 c18_77_c18_0429_0001
-8.377 5.980 c18_88_c18_0367_0001
-8.373 4.968 c18_44_c18_0565_0001
-8.372 4.368 c18_44_c18_0499_0001
-8.372 5.050 c18_66_c18_0218_0001
-8.372 7.374 c18_33_c18_0453_0001
-8.371 10.038 c18_77_c18_1068_0001
-8.371 9.861 c18_88_c18_0389_0001
-8.370 4.429 c18_22_c18_0829_0001
-8.369 9.113 c18_55_c18_0308_0001
-8.366 8.497 c18_11_c18_0194_0001
-8.365 4.807 c18_66_c18_0437_0001
-8.365 5.478 c18_77_c18_0577_0001
-8.365 9.700 c18_44_c18_0568_0001
-8.363 8.635 c18_11_c18_0220_0001
-8.362 5.717 c18_55_c18_0745_0001
-8.362 9.032 c18_88_c18_0827_0001
-8.360 7.090 c18_22_c18_1086_0001
-8.360 9.178 c18_44_c18_1226_0001
-8.359 8.868 c18_11_c18_1222_0001
-8.355 7.190 c18_88_c18_0420_0001
-8.355 9.633 c18_66_c18_0156_0001
-8.354 6.777 c18_55_c18_0730_0001
-8.354 9.703 c18_11_c18_0344_0001
-8.353 5.334 c18_66_c18_0984_0001
-8.351 4.379 c18_66_c18_0492_0001
-8.350 6.660 c18_11_c18_0031_0001
-8.350 8.131 c18_77_c18_0967_0001
-8.349 6.360 c18_66_c18_1143_0001
-8.349 9.309 c18_22_c18_0315_0001
-8.347 5.808 c18_55_c18_0742_0001
-8.346 2.873 c18_77_c18_0645_0001
-8.344 4.886 c18_77_c18_1076_0001
-8.341 9.320 c18_11_c18_0698_0001
-8.340 5.474 c18_55_c18_0916_0001
-8.339 2.505 c18_66_c18_0514_0001
-8.339 8.447 c18_44_c18_1175_0001
-8.338 4.850 c18_11_c18_0534_0001
-8.334 6.499 c18_66_c18_0967_0001
-8.334 8.604 c18_22_c18_0025_0001
-8.334 8.938 c18_77_c18_0702_0001
-8.331 10.023 c18_55_c18_0639_0001
-8.331 7.768 c18_11_c18_0526_0001
-8.330 4.109 c18_88_c18_0181_0001
-8.330 4.498 c18_55_c18_0094_0001
-8.329 2.414 c18_44_c18_0733_0001
-8.325 3.064 c18_88_c18_0555_0001
-8.322 4.257 c18_77_c18_0406_0001
-8.320 4.876 c18_33_c18_1211_0001
-8.317 3.314 c18_55_c18_0209_0001
-8.316 5.508 c18_33_c18_0382_0001
-8.316 5.533 c18_55_c18_1068_0001
-8.316 9.745 c18_11_c18_0307_0001
-8.315 4.873 c18_88_c18_0962_0001
-8.315 9.535 c18_88_c18_0724_0001
-8.314 3.559 c18_44_c18_0236_0001
-8.311 4.752 c18_66_c18_1186_0001
-8.311 8.912 c18_44_c18_0856_0001
-8.311 9.336 c18_66_c18_0539_0001
-8.309 5.038 c18_77_c18_0258_0001
-8.309 5.402 c18_77_c18_0884_0001
-8.309 9.997 c18_88_c18_1138_0001
-8.308 8.135 c18_55_c18_0117_0001
-8.307 5.627 c18_66_c18_1159_0001
-8.307 6.642 c18_66_c18_0263_0001
-8.306 6.827 c18_66_c18_0276_0001
-8.305 4.792 c18_77_c18_0926_0001
-8.305 5.156 c18_44_c18_1240_0001
-8.305 9.618 c18_66_c18_0439_0001
-8.304 2.775 c18_55_c18_1070_0001
-8.303 3.647 c18_77_c18_0640_0001
-8.303 4.855 c18_44_c18_0731_0001
-8.303 5.162 c18_77_c18_0913_0001
-8.302 5.509 c18_11_c18_0129_0001
-8.302 5.567 c18_88_c18_0253_0001
-8.302 8.531 c18_22_c18_0528_0001
-8.299 5.247 c18_66_c18_0003_0001
-8.299 8.212 c18_33_c18_0373_0001
-8.298 8.994 c18_44_c18_0045_0001
-8.297 8.291 c18_11_c18_0993_0001
-8.294 10.584 c18_33_c18_0253_0001
-8.293 5.173 c18_77_c18_0261_0001
-8.291 8.678 c18_66_c18_0007_0001
-8.288 9.297 c18_66_c18_0125_0001
-8.288 9.786 c18_44_c18_0315_0001
-8.287 10.837 c18_55_c18_0118_0001
-8.286 10.213 c18_22_c18_0898_0001
-8.284 4.341 c18_33_c18_0935_0001
-8.284 6.636 c18_11_c18_1185_0001
-8.283 2.788 c18_77_c18_0929_0001
-8.282 9.306 c18_22_c18_0357_0001
-8.280 7.369 c18_44_c18_0853_0001
-8.278 4.946 c18_66_c18_0136_0001
-8.278 7.042 c18_88_c18_0577_0001
-8.278 7.961 c18_11_c18_0804_0001
-8.277 5.216 c18_77_c18_0881_0001
-8.277 8.807 c18_55_c18_0496_0001
-8.276 6.238 c18_77_c18_0659_0001
-8.274 5.414 c18_33_c18_0588_0001
-8.274 7.499 c18_44_c18_0532_0001
-8.273 7.648 c18_22_c18_0520_0001
-8.272 5.732 c18_77_c18_0825_0001
-8.272 6.871 c18_77_c18_0761_0001
-8.272 7.043 c18_88_c18_0360_0001
-8.272 9.623 c18_66_c18_0400_0001
-8.271 4.893 c18_33_c18_0103_0001
-8.270 5.772 c18_77_c18_0038_0001
-8.270 9.005 c18_11_c18_1017_0001
-8.268 9.015 c18_11_c18_0488_0001
-8.267 2.977 c18_88_c18_0127_0001
-8.267 9.323 c18_33_c18_0757_0001
-8.266 4.705 c18_22_c18_0985_0001
-8.266 5.637 c18_11_c18_0151_0001
-8.265 5.079 c18_44_c18_1098_0001
-8.264 5.341 c18_77_c18_0728_0001
-8.264 9.301 c18_11_c18_0424_0001
-8.263 5.915 c18_55_c18_0547_0001
-8.260 7.153 c18_88_c18_1041_0001
-8.260 9.701 c18_22_c18_0580_0001
-8.258 10.185 c18_66_c18_0863_0001
-8.258 4.568 c18_33_c18_0468_0001
-8.258 5.459 c18_66_c18_1223_0001
-8.258 8.066 c18_88_c18_0432_0001
-8.258 9.423 c18_44_c18_0913_0001
-8.256 9.427 c18_11_c18_0010_0001
-8.255 3.468 c18_77_c18_0744_0001
-8.255 4.782 c18_66_c18_1077_0001
-8.255 8.706 c18_55_c18_1178_0001
-8.255 8.824 c18_88_c18_0534_0001
-8.255 9.583 c18_66_c18_0678_0001
-8.252 9.333 c18_55_c18_0901_0001
-8.251 5.494 c18_55_c18_1243_0001
-8.248 4.625 c18_66_c18_0961_0001
-8.248 5.941 c18_44_c18_0599_0001
-8.248 6.908 c18_11_c18_0461_0001
-8.247 8.714 c18_44_c18_0364_0001
-8.246 7.248 c18_77_c18_0075_0001
-8.244 5.612 c18_66_c18_1018_0001
-8.244 6.304 c18_88_c18_1092_0001
-8.243 6.713 c18_22_c18_1099_0001
-8.242 10.207 c18_77_c18_0568_0001
-8.242 5.407 c18_33_c18_1167_0001
-8.242 9.391 c18_11_c18_0810_0001
-8.241 5.284 c18_66_c18_0589_0001
-8.241 9.335 c18_88_c18_0722_0001
-8.240 4.964 c18_11_c18_1065_0001
-8.240 5.747 c18_22_c18_0088_0001
-8.240 5.755 c18_66_c18_0010_0001
-8.240 9.154 c18_22_c18_1103_0001
-8.240 9.274 c18_22_c18_0826_0001
-8.238 5.657 c18_66_c18_0864_0001
-8.237 8.032 c18_11_c18_0040_0001
-8.236 4.530 c18_66_c18_1050_0001
-8.236 4.731 c18_88_c18_0619_0001
-8.236 5.256 c18_22_c18_0005_0001
-8.235 6.537 c18_22_c18_1215_0001
-8.233 9.543 c18_66_c18_0274_0001
-8.232 6.646 c18_88_c18_1046_0001
-8.232 8.205 c18_88_c18_0600_0001
-8.232 9.495 c18_55_c18_0895_0001
-8.231 5.301 c18_11_c18_0416_0001
-8.230 9.289 c18_66_c18_0310_0001
-8.229 5.051 c18_77_c18_0223_0001
-8.228 4.458 c18_22_c18_0993_0001
-8.227 8.844 c18_88_c18_0338_0001
-8.225 2.802 c18_88_c18_0148_0001
-8.223 4.134 c18_66_c18_0291_0001
-8.223 6.715 c18_77_c18_1030_0001
-8.222 8.336 c18_55_c18_0421_0001
-8.217 5.386 c18_66_c18_0023_0001
-8.216 5.764 c18_66_c18_0469_0001
-8.213 5.603 c18_44_c18_0662_0001
-8.212 5.280 c18_55_c18_0373_0001
-8.211 3.715 c18_22_c18_0340_0001
-8.209 6.693 c18_11_c18_0077_0001
-8.209 8.398 c18_22_c18_0925_0001
-8.208 8.480 c18_55_c18_1248_0001
-8.207 9.542 c18_33_c18_1176_0001
-8.206 4.683 c18_66_c18_0935_0001
-8.205 9.373 c18_22_c18_1075_0001
-8.204 4.933 c18_55_c18_0965_0001
-8.200 3.027 c18_88_c18_0206_0001
-8.200 4.942 c18_66_c18_0387_0001
-8.199 10.218 c18_66_c18_1019_0001
-8.199 6.418 c18_88_c18_1086_0001
-8.199 9.274 c18_11_c18_0314_0001
-8.197 3.234 c18_77_c18_0954_0001
-8.197 4.782 c18_55_c18_0517_0001
-8.197 4.840 c18_11_c18_1118_0001
-8.197 5.527 c18_11_c18_0323_0001
-8.196 5.938 c18_11_c18_0971_0001
-8.196 9.126 c18_77_c18_0076_0001
-8.195 9.814 c18_22_c18_0149_0001
-8.193 9.670 c18_77_c18_0328_0001
-8.189 8.549 c18_44_c18_0592_0001
-8.187 9.438 c18_33_c18_0137_0001
-8.186 9.609 c18_77_c18_0204_0001
-8.185 4.591 c18_66_c18_1078_0001
-8.185 7.737 c18_11_c18_0471_0001
-8.180 4.981 c18_33_c18_1041_0001
-8.179 5.001 c18_77_c18_1018_0001
-8.178 4.966 c18_55_c18_1034_0001
-8.178 5.808 c18_33_c18_0873_0001
-8.178 9.001 c18_77_c18_0370_0001
-8.177 5.440 c18_77_c18_0515_0001
-8.176 5.059 c18_33_c18_0766_0001
-8.175 10.189 c18_88_c18_1178_0001
-8.175 8.758 c18_22_c18_0197_0001
-8.175 9.167 c18_77_c18_0288_0001
-8.173 4.847 c18_66_c18_0335_0001
-8.173 6.554 c18_88_c18_0808_0001
-8.172 4.741 c18_33_c18_0816_0001
-8.171 4.741 c18_44_c18_0634_0001
-8.171 4.792 c18_66_c18_0123_0001
-8.171 8.637 c18_55_c18_0690_0001
-8.170 9.011 c18_11_c18_0500_0001
-8.169 4.891 c18_77_c18_0802_0001
-8.169 9.607 c18_88_c18_1150_0001
-8.168 3.612 c18_55_c18_0716_0001
-8.167 6.405 c18_55_c18_0936_0001
-8.167 8.952 c18_88_c18_0216_0001
-8.165 6.864 c18_55_c18_0216_0001
-8.165 9.279 c18_66_c18_1153_0001
-8.164 5.558 c18_44_c18_0630_0001
-8.164 9.388 c18_44_c18_0752_0001
-8.163 9.090 c18_88_c18_0274_0001
-8.162 4.401 c18_55_c18_0340_0001
-8.162 5.759 c18_55_c18_0219_0001
-8.158 6.472 c18_33_c18_1010_0001
-8.155 4.332 c18_11_c18_0280_0001
-8.154 5.266 c18_77_c18_0027_0001
-8.154 9.018 c18_55_c18_0523_0001
-8.152 6.421 c18_22_c18_0785_0001
-8.151 11.446 c18_22_c18_0978_0001
-8.150 9.205 c18_66_c18_1233_0001
-8.149 4.533 c18_33_c18_0730_0001
-8.147 6.257 c18_88_c18_0263_0001
-8.147 9.124 c18_44_c18_1218_0001
-8.146 9.245 c18_66_c18_0326_0001
-8.145 9.464 c18_77_c18_0811_0001
-8.144 4.531 c18_33_c18_0245_0001
-8.143 2.977 c18_88_c18_0404_0001
-8.143 5.070 c18_66_c18_0140_0001
-8.143 5.285 c18_11_c18_1220_0001
-8.143 5.939 c18_66_c18_1032_0001
-8.140 6.601 c18_88_c18_0466_0001
-8.139 10.150 c18_22_c18_0840_0001
-8.138 8.614 c18_44_c18_0302_0001
-8.137 7.560 c18_33_c18_0040_0001
-8.135 4.601 c18_66_c18_0596_0001
-8.135 8.004 c18_88_c18_0631_0001
-8.134 9.779 c18_77_c18_0516_0001
-8.133 6.888 c18_66_c18_0554_0001
-8.132 3.153 c18_88_c18_0741_0001
-8.131 2.999 c18_11_c18_0119_0001
-8.129 4.544 c18_22_c18_0572_0001
-8.129 9.510 c18_66_c18_0840_0001
-8.128 5.100 c18_11_c18_0420_0001
-8.126 4.708 c18_88_c18_1175_0001
-8.126 5.595 c18_66_c18_1203_0001
-8.125 5.061 c18_77_c18_0572_0001
-8.125 9.242 c18_22_c18_0726_0001
-8.124 5.269 c18_11_c18_1248_0001
-8.124 5.279 c18_22_c18_0747_0001
-8.123 8.094 c18_88_c18_1228_0001
-8.123 9.405 c18_33_c18_1081_0001
-8.122 9.976 c18_88_c18_0103_0001
-8.121 4.818 c18_22_c18_0971_0001
-8.121 6.229 c18_33_c18_0106_0001
-8.120 11.030 c18_44_c18_1061_0001
-8.120 5.909 c18_88_c18_0852_0001
-8.120 7.325 c18_66_c18_0145_0001
-8.117 6.718 c18_55_c18_0717_0001
-8.117 8.779 c18_22_c18_0643_0001
-8.112 9.256 c18_11_c18_0100_0001
-8.106 5.112 c18_77_c18_0269_0001
-8.104 4.745 c18_33_c18_0791_0001
-8.104 6.564 c18_88_c18_0714_0001
-8.103 5.141 c18_11_c18_0717_0001
-8.103 7.715 c18_22_c18_1177_0001
-8.102 9.408 c18_33_c18_0212_0001
-8.101 5.572 c18_44_c18_1091_0001
-8.095 5.025 c18_77_c18_0519_0001
-8.095 7.281 c18_55_c18_0323_0001
-8.093 4.464 c18_44_c18_0518_0001
-8.093 4.667 c18_33_c18_0606_0001
-8.092 5.249 c18_77_c18_0405_0001
-8.091 10.399 c18_22_c18_0138_0001
-8.091 9.493 c18_11_c18_0063_0001
-8.090 4.755 c18_33_c18_1053_0001
-8.090 8.451 c18_88_c18_0957_0001
-8.088 9.344 c18_66_c18_0428_0001
-8.086 6.386 c18_11_c18_0282_0001
-8.084 9.998 c18_88_c18_0033_0001
-8.083 4.908 c18_44_c18_0670_0001
-8.082 6.355 c18_44_c18_0823_0001
-8.079 5.312 c18_55_c18_0909_0001
-8.079 5.674 c18_33_c18_0230_0001
-8.078 6.844 c18_88_c18_0590_0001
-8.078 9.284 c18_77_c18_0527_0001
-8.076 5.055 c18_88_c18_1214_0001
-8.076 7.154 c18_88_c18_0257_0001
-8.075 8.855 c18_55_c18_1201_0001
-8.074 3.953 c18_88_c18_1148_0001
-8.074 5.057 c18_44_c18_0122_0001
-8.074 9.063 c18_11_c18_0822_0001
-8.074 9.527 c18_77_c18_0822_0001
-8.073 6.613 c18_55_c18_0383_0001
-8.073 7.278 c18_33_c18_0626_0001
-8.072 6.334 c18_11_c18_1061_0001
-8.069 5.575 c18_66_c18_0894_0001
-8.069 6.213 c18_11_c18_0090_0001
-8.068 5.334 c18_44_c18_0949_0001
-8.068 6.874 c18_11_c18_0604_0001
-8.068 8.969 c18_22_c18_1018_0001
-8.067 2.748 c18_77_c18_0224_0001
-8.066 4.810 c18_88_c18_1190_0001
-8.065 4.192 c18_88_c18_0286_0001
-8.065 4.992 c18_44_c18_0671_0001
-8.064 4.999 c18_88_c18_0763_0001
-8.064 9.372 c18_55_c18_0569_0001
-8.063 5.117 c18_77_c18_1129_0001
-8.063 8.770 c18_55_c18_0813_0001
-8.060 4.358 c18_88_c18_0825_0001
-8.059 9.777 c18_55_c18_1040_0001
-8.057 7.738 c18_66_c18_0465_0001
-8.057 9.460 c18_44_c18_0544_0001
-8.055 9.236 c18_66_c18_1007_0001
-8.054 4.455 c18_77_c18_0633_0001
-8.054 9.934 c18_22_c18_0044_0001
-8.053 3.199 c18_88_c18_0008_0001
-8.052 5.769 c18_55_c18_0194_0001
-8.052 8.956 c18_66_c18_0034_0001
-8.051 5.320 c18_88_c18_0617_0001
-8.049 9.476 c18_66_c18_1125_0001
-8.048 7.182 c18_11_c18_1106_0001
-8.047 5.835 c18_66_c18_0124_0001
-8.044 5.197 c18_88_c18_0066_0001
-8.043 7.813 c18_55_c18_1156_0001
-8.039 6.821 c18_55_c18_0371_0001
-8.037 4.645 c18_66_c18_1248_0001
-8.033 6.254 c18_77_c18_0938_0001
-8.031 8.524 c18_66_c18_1212_0001
-8.031 9.182 c18_44_c18_0497_0001
-8.028 8.079 c18_55_c18_1234_0001
-8.027 6.653 c18_33_c18_0129_0001
-8.024 4.521 c18_77_c18_0762_0001
-8.023 9.355 c18_22_c18_0087_0001
-8.022 7.991 c18_22_c18_0807_0001
-8.022 8.658 c18_88_c18_0888_0001
-8.020 4.722 c18_44_c18_0404_0001
-8.020 5.221 c18_44_c18_1069_0001
-8.018 10.447 c18_55_c18_0087_0001
-8.018 7.740 c18_55_c18_0204_0001
-8.017 3.010 c18_88_c18_0726_0001
-8.016 10.240 c18_33_c18_0756_0001
-8.014 5.218 c18_33_c18_1031_0001
-8.014 7.189 c18_11_c18_0104_0001
-8.011 10.233 c18_66_c18_0873_0001
-8.010 3.409 c18_77_c18_0664_0001
-8.010 6.416 c18_22_c18_0773_0001
-8.009 10.192 c18_11_c18_0173_0001
-8.009 4.852 c18_77_c18_0937_0001
-8.009 9.225 c18_11_c18_0672_0001
-8.006 5.504 c18_88_c18_0251_0001
-8.004 9.198 c18_77_c18_0726_0001
-8.003 10.353 c18_44_c18_0776_0001
-8.002 5.164 c18_77_c18_0628_0001
-8.002 9.013 c18_11_c18_0142_0001
-8.001 9.614 c18_55_c18_0331_0001
-7.998 3.197 c18_88_c18_0788_0001
-7.998 5.933 c18_55_c18_0007_0001
-7.998 7.911 c18_88_c18_0862_0001
-7.997 4.560 c18_44_c18_1019_0001
